LOC_ID                          CLUSTER             P_VALUE             CLU_OBS             CLU_EXP             CLU_ODE             CLU_RR              CLU_POP             LOC_OBS             LOC_EXP             LOC_ODE             LOC_RR              LOC_POP             LOC_LAT             LOC_LONG            GINI_CLUST
430607                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             3                   0.19                15.40               15.40               0.19                -27.454000          -53.246000          F 
431160                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             1                   0.38                2.64                2.64                0.38                -27.600000          -53.073000          F 
431675                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             3                   0.46                6.51                6.51                0.46                -29.469000          -52.088000          F 
430843                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             2                   0.19                10.59               10.59               0.19                -29.382000          -52.091000          F 
430063                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             0                   0.47                0                   0                   0.47                -30.875000          -52.253000          F 
431205                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             0                   0.29                0                   0                   0.29                -29.328000          -52.093000          F 
430340                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             1                   0.35                2.89                2.89                0.35                -27.274000          -53.432000          F 
431245                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             1                   0.48                2.10                2.10                0.48                -31.588000          -52.633000          F 
431225                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             0                   0.53                0                   0                   0.53                -30.127000          -52.048000          F 
431590                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             0                   0.41                0                   0                   0.41                -27.471000          -53.169000          F 
431520                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             0                   0.29                0                   0                   0.29                -29.002000          -52.154000          F 
430692                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             1                   0.065               15.43               15.43               0.065               -27.708000          -52.913000          F 
430583                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             0                   0.12                0                   0                   0.12                -29.178000          -52.093000          F 
430140                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             4                   0.73                5.46                5.46                0.73                -28.872000          -52.175000          F 
432162                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             0                   0.18                0                   0                   0.18                -29.294000          -52.055000          F 
431420                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             3                   0.53                5.64                5.64                0.53                -31.864000          -52.823000          F 
430512                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             0                   0.42                0                   0                   0.42                -31.856000          -52.813000          F 
431610                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             2                   0.72                2.77                2.77                0.72                -27.767000          -52.802000          F 
421625                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             3                   0.48                6.29                6.29                0.48                -27.098000          -53.594000          F 
431545                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             0                   0.16                0                   0                   0.16                -29.111000          -52.072000          F 
431030                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             1                   0.30                3.35                3.35                0.30                -28.927000          -52.124000          F 
431057                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             0                   0.15                0                   0                   0.15                -28.780000          -52.172000          F 
430650                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             2                   1.04                1.92                1.92                1.04                -30.704000          -52.108000          F 
430620                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             1                   0.88                1.13                1.13                0.88                -29.513000          -51.985000          F 
431300                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             1                   0.25                3.95                3.95                0.25                -29.214000          -52.028000          F 
431410                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             27                  13.18               2.05                2.05                13.18               -28.263000          -52.407000          F 
430064                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             0                   0.50                0                   0                   0.50                -27.361000          -53.182000          F 
430270                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             1                   1.37                0.73                0.73                1.37                -30.120000          -51.962000          F 
430780                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             3                   2.36                1.27                1.27                2.36                -29.502000          -51.966000          F 
430107                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             0                   0.21                0                   0                   0.21                -31.443000          -52.422000          F 
431140                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             15                  5.64                2.66                2.66                5.64                -29.467000          -51.961000          F 
430240                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             0                   0.83                0                   0                   0.83                -29.609000          -51.943000          F 
430469                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             0                   0.19                0                   0                   0.19                -29.269000          -51.989000          F 
431275                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             0                   0.26                0                   0                   0.26                -28.678000          -52.166000          F 
430355                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             1                   0.20                5.10                5.10                0.20                -28.587000          -52.202000          F 
432310                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             2                   0.32                6.31                6.31                0.32                -27.162000          -53.405000          F 
430100                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             2                   1.47                1.36                1.36                1.47                -29.401000          -51.945000          F 
432185                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             0                   0.30                0                   0                   0.30                -27.615000          -52.841000          F 
430130                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             2                   1.23                1.62                1.62                1.23                -32.238000          -53.087000          F 
430675                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             0                   0.15                0                   0                   0.15                -29.086000          -51.992000          F 
421875                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             1                   0.32                3.12                3.12                0.32                -26.969000          -53.639000          F 
430070                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             3                   0.44                6.84                6.84                0.44                -28.970000          -52.005000          F 
432195                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             2                   0.40                5.03                5.03                0.40                -27.522000          -52.894000          F 
421100                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             0                   0.88                0                   0                   0.88                -27.103000          -53.402000          F 
432130                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             6                   1.79                3.35                3.35                1.79                -29.800000          -51.864000          F 
431180                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             11                  2.97                3.70                3.71                2.97                -28.449000          -52.200000          F 
432340                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             0                   0.32                0                   0                   0.32                -28.535000          -52.154000          F 
431050                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             4                   0.51                7.79                7.79                0.51                -27.194000          -53.251000          F 
432235                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             1                   0.093               10.80               10.80               0.093               -28.795000          -52.037000          F 
421555                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             0                   0.16                0                   0                   0.16                -26.938000          -53.619000          F 
420765                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             1                   0.63                1.58                1.58                0.63                -26.988000          -53.535000          F 
431470                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             3                   0.71                4.23                4.23                0.71                -27.329000          -53.059000          F 
430558                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             2                   0.18                11.21               11.21               0.18                -29.388000          -51.870000          F 
430544                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             0                   0.37                0                   0                   0.37                -30.758000          -51.978000          F 
431235                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             0                   0.11                0                   0                   0.11                -28.652000          -52.070000          F 
430912                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             1                   0.15                6.82                6.82                0.15                -27.444000          -52.918000          F 
431580                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             4                   0.78                5.15                5.15                0.78                -29.284000          -51.868000          F 
430605                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             0                   0.55                0                   0                   0.55                -31.003000          -52.050000          F 
430807                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             1                   0.30                3.34                3.34                0.30                -29.589000          -51.825000          F 
430680                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             3                   1.57                1.91                1.91                1.57                -29.236000          -51.870000          F 
430380                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             1                   0.39                2.54                2.54                0.39                -27.716000          -52.628000          F 
430466                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             5                   1.64                3.06                3.06                1.64                -31.763000          -52.484000          F 
431100                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             3                   1.80                1.67                1.67                1.80                -32.566000          -53.376000          F 
431260                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             0                   0.35                0                   0                   0.35                -29.165000          -51.868000          F 
430613                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             0                   0.14                0                   0                   0.14                -27.668000          -52.649000          F 
421507                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             1                   0.32                3.11                3.11                0.32                -27.067000          -53.322000          F 
431046                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             0                   0.14                0                   0                   0.14                -27.937000          -52.426000          F 
430597                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             0                   0.19                0                   0                   0.19                -28.127000          -52.296000          F 
432145                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             2                   2.25                0.89                0.89                2.25                -29.448000          -51.806000          F 
431213                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             0                   0.18                0                   0                   0.18                -28.278000          -52.192000          F 
430880                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             0                   0.58                0                   0                   0.58                -29.905000          -51.760000          F 
432285                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             1                   0.14                7.37                7.37                0.14                -29.068000          -51.859000          F 
430050                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             3                   0.46                6.59                6.59                0.46                -27.249000          -53.035000          F 
430695                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             0                   0.20                0                   0                   0.20                -27.528000          -52.733000          F 
420310                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             3                   0.44                6.81                6.81                0.44                -27.072000          -53.248000          F 
432232                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             0                   0.23                0                   0                   0.23                -31.422000          -52.178000          F 
431090                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             0                   0.26                0                   0                   0.26                -27.729000          -52.535000          F 
431036                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             0                   0.22                0                   0                   0.22                -29.355000          -51.777000          F 
432377                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             0                   0.22                0                   0                   0.22                -29.417000          -51.765000          F 
430940                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             4                   1.76                2.28                2.28                1.76                -28.846000          -51.890000          F 
420215                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             0                   0.19                0                   0                   0.19                -26.841000          -53.576000          F 
432040                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             2                   1.19                1.69                1.69                1.19                -28.712000          -51.935000          F 
431755                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             1                   0.16                6.32                6.32                0.16                -28.497000          -52.025000          F 
431531                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             0                   0.13                0                   0                   0.13                -27.821000          -52.439000          F 
430110                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             0                   0.95                0                   0                   0.95                -30.077000          -51.729000          F 
431840                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             2                   1.62                1.23                1.23                1.62                -29.959000          -51.722000          F 
431415                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             2                   0.59                3.40                3.40                0.59                -29.552000          -51.733000          F 
432200                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             3                   1.94                1.54                1.54                1.94                -29.943000          -51.718000          F 
430645                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             0                   0.25                0                   0                   0.25                -28.984000          -51.836000          F 
430490                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             1                   0.65                1.54                1.54                0.65                -28.561000          -51.978000          F 
430885                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             1                   0.12                8.50                8.50                0.12                -28.430000          -52.036000          F 
420208                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             0                   0.20                0                   0                   0.20                -26.769000          -53.638000          F 
430175                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             0                   0.51                0                   0                   0.51                -30.388000          -51.734000          F 
421210                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             2                   1.14                1.75                1.75                1.14                -27.068000          -53.161000          F 
431440                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             55                  22.51               2.44                2.45                22.51               -31.772000          -52.343000          F 
432085                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             1                   0.31                3.18                3.18                0.31                -29.643000          -51.682000          F 
420490                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             1                   0.59                1.70                1.70                0.59                -26.826000          -53.502000          F 
432050                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             2                   0.39                5.16                5.16                0.39                -27.980000          -52.260000          F 
431971                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             0                   0.17                0                   0                   0.17                -29.047000          -51.765000          F 
431725                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             0                   0.13                0                   0                   0.13                -29.169000          -51.735000          F 
431555                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             0                   0.20                0                   0                   0.20                -27.300000          -52.841000          F 
431270                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             4                   0.79                5.04                5.05                0.79                -27.362000          -52.771000          F 
430517                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             3                   0.81                3.72                3.72                0.81                -30.590000          -51.739000          F 
431478                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             0                   0.12                0                   0                   0.12                -27.654000          -52.488000          F 
430350                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             13                  4.49                2.90                2.90                4.49                -30.851000          -51.812000          F 
431475                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             1                   0.15                6.67                6.67                0.15                -29.450000          -51.671000          F 
432335                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             0                   0.16                0                   0                   0.16                -28.107000          -52.144000          F 
430225                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             1                   0.22                4.56                4.56                0.22                -29.351000          -51.676000          F 
430593                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             1                   0.13                7.89                7.89                0.13                -29.273000          -51.687000          F 
430205                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             1                   0.14                7.39                7.39                0.14                -27.510000          -52.598000          F 
431413                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             1                   0.17                6.00                6.00                0.17                -27.703000          -52.421000          F 
430805                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             1                   0.16                6.09                6.09                0.16                -27.424000          -52.673000          F 
430697                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             1                   0.21                4.82                4.82                0.21                -27.855000          -52.302000          F 
430755                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             0                   0.41                0                   0                   0.41                -27.911000          -52.260000          F 
430535                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             4                   2.98                1.34                1.34                2.98                -29.955000          -51.625000          F 
432360                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             1                   0.12                8.58                8.58                0.12                -28.809000          -51.790000          F 
431970                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             3                   0.25                12.22               12.22               0.25                -27.558000          -52.524000          F 
430676                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             1                   2.64                0.38                0.38                2.64                -30.084000          -51.616000          F 
431805                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             0                   0.22                0                   0                   0.22                -28.531000          -51.888000          F 
431880                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             1                   3.06                0.33                0.33                3.06                -31.365000          -51.978000          F 
421600                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             5                   0.78                6.39                6.39                0.78                -27.078000          -53.004000          F 
430890                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             2                   1.13                1.76                1.76                1.13                -27.890000          -52.228000          F 
430595                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             2                   0.30                6.58                6.58                0.30                -28.994000          -51.696000          F 
421720                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             7                   2.75                2.54                2.54                2.75                -26.725000          -53.518000          F 
430265                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             2                   0.37                5.36                5.36                0.37                -29.551000          -51.593000          F 
430005                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             0                   0.26                0                   0                   0.26                -28.177000          -52.034000          F 
420410                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             0                   0.26                0                   0                   0.26                -27.161000          -52.879000          F 
420050                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             3                   0.45                6.64                6.65                0.45                -27.070000          -52.987000          F 
431238                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             0                   0.19                0                   0                   0.19                -29.163000          -51.632000          F 
421223                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             2                   0.25                8.08                8.08                0.25                -26.614000          -53.672000          F 
430786                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             1                   0.20                4.97                4.97                0.20                -28.881000          -51.698000          F 
420475                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             0                   0.14                0                   0                   0.14                -26.969000          -53.093000          F 
432055                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             0                   0.44                0                   0                   0.44                -30.460000          -51.603000          F 
432255                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             0                   0.15                0                   0                   0.15                -28.478000          -51.845000          F 
431198                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             1                   0.28                3.52                3.52                0.28                -30.353000          -51.583000          F 
431179                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             1                   0.20                4.96                4.96                0.20                -29.549000          -51.554000          F 
430170                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             1                   0.47                2.12                2.12                0.47                -27.621000          -52.380000          F 
431400                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             1                   0.55                1.82                1.82                0.55                -28.594000          -51.786000          F 
420535                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             0                   0.11                0                   0                   0.11                -26.778000          -53.347000          F 
420775                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             0                   0.28                0                   0                   0.28                -26.823000          -53.274000          F 
420470                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             2                   0.78                2.56                2.56                0.78                -26.894000          -53.168000          F 
430720                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             1                   0.35                2.88                2.88                0.35                -27.391000          -52.571000          F 
431280                          1                   1e-17               2458                1331.11             1.85                2.03                1331.11             2                   0.34                5.91                5.91                0.34                -28.659000          -51.745000          F 
