LOC_ID                          CLUSTER             P_VALUE             CLU_OBS             CLU_EXP             CLU_ODE             CLU_RR              CLU_POP             LOC_OBS             LOC_EXP             LOC_ODE             LOC_RR              LOC_POP             LOC_LAT             LOC_LONG            GINI_CLUST
291910                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             0                   0.52                0                   0                   0.52                -11.783000          -38.900000          F 
260720                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             1                   5.79                0.17                0.17                5.79                -8.399000           -35.064000          F 
260740                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             1                   0.29                3.42                3.42                0.29                -8.834000           -38.704000          F 
292410                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             1                   0.48                2.06                2.06                0.48                -12.150000          -38.650000          F 
250970                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             1                   2.13                0.47                0.47                2.13                -7.889000           -37.120000          F 
293050                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             4                   5.13                0.78                0.78                5.13                -11.664000          -39.008000          F 
290327                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             3                   1.02                2.93                2.93                1.02                -11.529000          -39.078000          F 
260580                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             1                   1.02                0.98                0.98                1.02                -7.940000           -35.912000          F 
291450                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             2                   1.81                1.10                1.10                1.81                -12.050000          -38.767000          F 
261500                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             2                   1.82                1.10                1.10                1.82                -7.903000           -36.044000          F 
292710                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             2                   0.55                3.64                3.64                0.55                -8.851000           -38.756000          F 
260490                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             3                   0.72                4.18                4.19                0.72                -8.006000           -35.697000          F 
261130                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             3                   1.75                1.71                1.71                1.75                -8.141000           -35.396000          F 
292100                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             1                   2.88                0.35                0.35                2.88                -12.530000          -38.299000          F 
261620                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             1                   1.29                0.77                0.77                1.29                -7.903000           -35.988000          F 
292150                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             0                   3.21                0                   0                   3.21                -10.438000          -39.333000          F 
260570                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             4                   1.95                2.05                2.05                1.95                -8.601000           -38.568000          F 
250470                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             0                   0.32                0                   0                   0.32                -7.797000           -36.660000          F 
261050                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             1                   1.86                0.54                0.54                1.86                -7.995000           -35.581000          F 
292830                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             0                   0.55                0                   0                   0.55                -12.017000          -38.867000          F 
260290                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             7                   13.23               0.53                0.53                13.23               -8.287000           -35.035000          F 
293140                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             0                   0.48                0                   0                   0.48                -12.303000          -38.643000          F 
261640                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             3                   8.75                0.34                0.34                8.75                -8.118000           -35.291000          F 
291005                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             2                   5.01                0.40                0.40                5.01                -12.613000          -38.297000          F 
291990                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             0                   0.49                0                   0                   0.49                -9.168000           -39.058000          F 
261210                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             0                   0.74                0                   0                   0.74                -7.936000           -35.633000          F 
261270                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             0                   0.89                0                   0                   0.89                -7.840000           -35.902000          F 
290890                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             3                   1.43                2.10                2.10                1.43                -12.233000          -38.750000          F 
250170                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             0                   0.41                0                   0                   0.41                -7.751000           -36.318000          F 
250407                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             0                   0.28                0                   0                   0.28                -7.727000           -36.492000          F 
292750                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             1                   1.30                0.77                0.77                1.30                -11.958000          -38.975000          F 
293170                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             1                   0.83                1.21                1.21                0.83                -12.392000          -38.625000          F 
292950                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             3                   2.85                1.05                1.05                2.85                -12.513000          -38.495000          F 
260690                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             1                   0.80                1.26                1.26                0.80                -7.835000           -37.515000          F 
292265                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             1                   0.86                1.16                1.16                0.86                -10.823000          -39.428000          F 
261450                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             2                   4.08                0.49                0.49                4.08                -7.832000           -35.756000          F 
250053                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             0                   0.36                0                   0                   0.36                -7.744000           -36.056000          F 
290640                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             0                   0.56                0                   0                   0.56                -11.808000          -39.119000          F 
290570                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             5                   18.77               0.27                0.27                18.77               -12.698000          -38.324000          F 
251630                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             2                   1.14                1.75                1.75                1.14                -7.672000           -36.880000          F 
292800                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             1                   2.37                0.42                0.42                2.37                -11.256000          -39.375000          F 
260610                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             1                   1.94                0.52                0.52                1.94                -8.002000           -35.293000          F 
290850                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             5                   2.08                2.41                2.41                2.08                -12.327000          -38.765000          F 
251220                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             0                   0.27                0                   0                   0.27                -7.691000           -37.080000          F 
260540                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             5                   1.39                3.59                3.59                1.39                -7.951000           -35.389000          F 
260940                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             1                   4.03                0.25                0.25                4.03                -8.119000           -35.092000          F 
261618                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             0                   0.50                0                   0                   0.50                -7.771000           -35.850000          F 
260810                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             6                   2.16                2.77                2.77                2.16                -7.856000           -35.588000          F 
251278                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             0                   0.12                0                   0                   0.12                -7.693000           -36.157000          F 
290680                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             3                   2.20                1.36                1.36                2.20                -10.671000          -39.498000          F 
291330                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             2                   0.41                4.93                4.93                0.41                -11.749000          -39.192000          F 
290840                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             5                   4.25                1.18                1.18                4.25                -11.564000          -39.283000          F 
251315                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             0                   0.42                0                   0                   0.42                -7.739000           -35.879000          F 
290770                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             0                   0.72                0                   0                   0.72                -8.980000           -39.094000          F 
251394                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             0                   0.18                0                   0                   0.18                -7.636000           -36.433000          F 
250485                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             0                   0.14                0                   0                   0.14                -7.627000           -36.606000          F 
260440                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             1                   0.84                1.19                1.19                0.84                -8.001000           -35.213000          F 
260890                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             3                   3.74                0.80                0.80                3.74                -7.875000           -35.450000          F 
260160                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             5                   1.26                3.98                3.98                1.26                -8.758000           -38.964000          F 
260790                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             29                  44.11               0.66                0.66                44.11               -8.113000           -35.015000          F 
290110                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             0                   1.58                0                   0                   1.58                -12.409000          -38.759000          F 
293110                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             0                   0.53                0                   0                   0.53                -11.979000          -39.104000          F 
293200                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             0                   1.61                0                   0                   1.61                -9.842000           -39.482000          F 
260850                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             2                   1.31                1.53                1.53                1.31                -7.936000           -35.290000          F 
260220                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             3                   2.55                1.18                1.18                2.55                -7.796000           -35.587000          F 
260415                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             2                   0.91                2.21                2.21                0.91                -7.741000           -35.721000          F 
260010                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             2                   2.33                0.86                0.86                2.33                -7.751000           -37.639000          F 
251060                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             1                   0.21                4.86                4.86                0.21                -7.620000           -37.152000          F 
260390                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             3                   1.24                2.43                2.43                1.24                -7.805000           -37.794000          F 
260710                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             0                   0.31                0                   0                   0.31                -7.676000           -37.460000          F 
290650                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             3                   5.46                0.55                0.55                5.46                -12.668000          -38.551000          F 
293070                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             3                   8.29                0.36                0.36                8.29                -12.784000          -38.404000          F 
260560                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             2                   1.47                1.36                1.36                1.47                -7.866000           -37.975000          F 
260970                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             1                   1.53                0.66                0.66                1.53                -7.745000           -35.602000          F 
291080                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             12                  38.56               0.31                0.31                38.56               -12.267000          -38.967000          F 
292860                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             3                   3.81                0.79                0.79                3.81                -12.547000          -38.712000          F 
250073                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             0                   0.14                0                   0                   0.14                -7.568000           -37.064000          F 
260340                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             0                   0.36                0                   0                   0.36                -7.941000           -38.150000          F 
292610                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             1                   0.94                1.07                1.07                0.94                -11.495000          -39.426000          F 
260845                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             0                   1.12                0                   0                   1.12                -7.845000           -35.320000          F 
293300                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             3                   1.87                1.60                1.60                1.87                -11.412000          -39.462000          F 
251700                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             4                   0.63                6.35                6.35                0.63                -7.696000           -35.664000          F 
261590                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             0                   0.54                0                   0                   0.54                -7.602000           -37.311000          F 
261370                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             3                   7.16                0.42                0.42                7.16                -8.002000           -35.018000          F 
260345                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             9                   10.10               0.89                0.89                10.10               -8.022000           -34.981000          F 
261060                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             3                   3.47                0.86                0.86                3.47                -7.897000           -35.180000          F 
291920                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             2                   12.72               0.16                0.16                12.72               -12.894000          -38.327000          F 
260400                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             7                   5.26                1.33                1.33                5.26                -7.851000           -35.255000          F 
292920                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             0                   2.43                0                   0                   2.43                -12.628000          -38.680000          F 
261390                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             12                  5.31                2.26                2.26                5.31                -7.986000           -38.296000          F 
260392                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             2                   0.73                2.72                2.72                0.73                -8.322000           -38.744000          F 
261160                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             49                  104.96              0.47                0.46                104.96              -8.054000           -34.881000          F 
292580                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             0                   1.64                0                   0                   1.64                -10.978000          -39.624000          F 
251550                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             1                   0.90                1.11                1.11                0.90                -7.483000           -36.665000          F 
261153                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             0                   0.43                0                   0                   0.43                -7.720000           -37.848000          F 
261570                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             2                   0.98                2.04                2.04                0.98                -7.838000           -38.102000          F 
290020                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             1                   1.24                0.81                0.81                1.24                -8.721000           -39.115000          F 
260910                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             0                   0.96                0                   0                   0.96                -7.686000           -35.515000          F 
250310                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             0                   0.36                0                   0                   0.36                -7.489000           -36.287000          F 
261550                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             0                   0.84                0                   0                   0.84                -7.805000           -35.240000          F 
250625                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             1                   0.52                1.92                1.92                0.52                -7.583000           -35.791000          F 
291992                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             0                   1.34                0                   0                   1.34                -12.741000          -38.621000          F 
261460                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             1                   1.81                0.55                0.55                1.81                -7.591000           -37.539000          F 
250157                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             0                   0.56                0                   0                   0.56                -7.520000           -36.000000          F 
292630                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             0                   2.18                0                   0                   2.18                -11.810000          -39.382000          F 
292930                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             1                   2.34                0.43                0.43                2.34                -12.433000          -38.967000          F 
250250                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             0                   1.13                0                   0                   1.13                -7.482000           -36.135000          F 
250990                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             0                   0.65                0                   0                   0.65                -7.641000           -35.550000          F 
260960                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             15                  24.78               0.61                0.60                24.78               -8.009000           -34.855000          F 
261440                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             0                   0.39                0                   0                   0.39                -7.600000           -37.652000          F 
261247                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             0                   0.79                0                   0                   0.79                -7.821000           -38.153000          F 
251230                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             1                   1.47                0.68                0.68                1.47                -7.737000           -37.993000          F 
260270                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             1                   0.84                1.20                1.20                0.84                -7.726000           -35.327000          F 
292895                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             2                   0.61                3.30                3.30                0.61                -11.503000          -39.542000          F 
261360                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             0                   2.18                0                   0                   2.18                -7.479000           -37.274000          F 
260950                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             2                   2.05                0.98                0.98                2.05                -7.742000           -35.228000          F 
250130                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             2                   1.20                1.67                1.67                1.20                -7.545000           -35.708000          F 
290150                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             0                   0.74                0                   0                   0.74                -12.151000          -39.246000          F 
251400                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             0                   0.28                0                   0                   0.28                -7.391000           -36.533000          F 
261070                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             14                  21.09               0.66                0.66                21.09               -7.941000           -34.873000          F 
251480                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             1                   0.24                4.23                4.23                0.24                -7.391000           -36.808000          F 
251455                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             0                   0.26                0                   0                   0.26                -7.738000           -38.094000          F 
251660                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             0                   0.95                0                   0                   0.95                -7.636000           -37.878000          F 
260005                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             2                   6.40                0.31                0.31                6.40                -7.912000           -34.903000          F 
260105                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             0                   1.27                0                   0                   1.27                -7.790000           -35.091000          F 
261380                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             2                   1.13                1.77                1.77                1.13                -7.591000           -35.491000          F 
290820                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             1                   1.41                0.71                0.71                1.41                -12.506000          -38.999000          F 
292975                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             0                   0.77                0                   0                   0.77                -12.738000          -38.769000          F 
261630                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             0                   2.06                0                   0                   2.06                -7.657000           -35.327000          F 
250850                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             1                   0.45                2.21                2.21                0.45                -7.374000           -36.946000          F 
250435                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             1                   0.32                3.17                3.17                0.32                -7.420000           -36.027000          F 
250010                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             1                   0.66                1.52                1.52                0.66                -7.512000           -37.641000          F 
260930                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             1                   0.93                1.07                1.07                0.93                -8.119000           -38.728000          F 
292740                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             45                  185.26              0.24                0.24                185.26              -12.971000          -38.511000          F 
260770                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             0                   0.89                0                   0                   0.89                -7.378000           -37.190000          F 
250900                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             0                   0.68                0                   0                   0.68                -7.706000           -38.154000          F 
290170                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             0                   0.73                0                   0                   0.73                -12.435000          -39.120000          F 
290490                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             1                   2.13                0.47                0.47                2.13                -12.618000          -38.956000          F 
260900                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             0                   1.61                0                   0                   1.61                -7.555000           -35.453000          F 
292900                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             0                   0.97                0                   0                   0.97                -12.605000          -38.972000          F 
290135                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             0                   0.97                0                   0                   0.97                -10.345000          -39.833000          F 
251065                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             1                   0.12                8.45                8.45                0.12                -7.321000           -36.656000          F 
293040                          4                   1e-17               842                 1344.74             0.63                0.60                1344.74             0                   0.97                0                   0                   0.97                -12.160000          -39.332000          F 
