cod_mun;ESPACIAL_CLUSTER;ESPACIAL_P_VALUE;ESPACIAL_CLU_OBS;ESPACIAL_CLU_EXP;ESPACIAL_CLU_ODE;ESPACIAL_CLU_RR;ESPACIAL_CLU_POP;ESPACIAL_LOC_OBS;ESPACIAL_LOC_EXP;ESPACIAL_LOC_ODE;ESPACIAL_LOC_RR;ESPACIAL_LOC_POP;ESPACIAL_CLU_RISCO;ESPACIAL_DATA_REF
521900;5;1E-17;2630;2027,58;1,3;1,37;2027,58;1;0,53;1,87;1,87;0,53;Alto risco;2019
521540;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,25;0;0;0,25;Alto risco;2019
520120;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,079;0;0;0,079;Alto risco;2019
520110;5;1E-17;2630;2027,58;1,3;1,37;2027,58;32;24,99;1,28;1,28;24,99;Alto risco;2019
521390;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,31;0;0;0,31;Alto risco;2019
520660;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,2;0;0;0,2;Alto risco;2019
520090;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,23;0;0;0,23;Alto risco;2019
520393;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,18;0;0;0,18;Alto risco;2019
520815;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,25;0;0;0,25;Alto risco;2019
521950;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,16;0;0;0,16;Alto risco;2019
520850;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,39;0;0;0,39;Alto risco;2019
522100;5;1E-17;2630;2027,58;1,3;1,37;2027,58;1;0,25;3,98;3,98;0,25;Alto risco;2019
521680;5;1E-17;2630;2027,58;1,3;1,37;2027,58;1;0,75;1,33;1,33;0,75;Alto risco;2019
521040;5;1E-17;2630;2027,58;1,3;1,37;2027,58;10;2,85;3,51;3,51;2,85;Alto risco;2019
521030;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,2;0;0;0,2;Alto risco;2019
315280;5;1E-17;2630;2027,58;1,3;1,37;2027,58;3;1,93;1,56;1,56;1,93;Alto risco;2019
310350;5;1E-17;2630;2027,58;1,3;1,37;2027,58;18;8;2,25;2,25;8;Alto risco;2019
521130;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,49;0;0;0,49;Alto risco;2019
521020;5;1E-17;2630;2027,58;1,3;1,37;2027,58;1;2,21;0,45;0,45;2,21;Alto risco;2019
520760;5;1E-17;2630;2027,58;1,3;1,37;2027,58;1;0,4;2,47;2,47;0,4;Alto risco;2019
521190;5;1E-17;2630;2027,58;1,3;1,37;2027,58;11;6,62;1,66;1,66;6,62;Alto risco;2019
520510;5;1E-17;2630;2027,58;1,3;1,37;2027,58;8;7,24;1,11;1,11;7,24;Alto risco;2019
521056;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,32;0;0;0,32;Alto risco;2019
311110;5;1E-17;2630;2027,58;1,3;1,37;2027,58;3;1,42;2,11;2,11;1,42;Alto risco;2019
520890;5;1E-17;2630;2027,58;1,3;1,37;2027,58;4;1,54;2,59;2,59;1,54;Alto risco;2019
521205;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,16;0;0;0,16;Alto risco;2019
520010;5;1E-17;2630;2027,58;1,3;1,37;2027,58;1;1,35;0,74;0,74;1,35;Alto risco;2019
317043;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,31;0;0;0,31;Alto risco;2019
317020;5;1E-17;2630;2027,58;1,3;1,37;2027,58;51;46,02;1,11;1,11;46,02;Alto risco;2019
521990;5;1E-17;2630;2027,58;1,3;1,37;2027,58;1;0,42;2,35;2,35;0,42;Alto risco;2019
521200;5;1E-17;2630;2027,58;1,3;1,37;2027,58;1;0,21;4,83;4,83;0,21;Alto risco;2019
521520;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,21;0;0;0,21;Alto risco;2019
521565;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,26;0;0;0,26;Alto risco;2019
520480;5;1E-17;2630;2027,58;1,3;1,37;2027,58;1;0,49;2,06;2,06;0,49;Alto risco;2019
521550;5;1E-17;2630;2027,58;1,3;1,37;2027,58;2;0,45;4,46;4,46;0,45;Alto risco;2019
313862;5;1E-17;2630;2027,58;1,3;1,37;2027,58;1;0,53;1,9;1,9;0,53;Alto risco;2019
521060;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,39;0;0;0,39;Alto risco;2019
520960;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,26;0;0;0,26;Alto risco;2019
311500;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,23;0;0;0,23;Alto risco;2019
522130;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,2;0;0;0,2;Alto risco;2019
313440;5;1E-17;2630;2027,58;1,3;1,37;2027,58;1;2,68;0,37;0,37;2,68;Alto risco;2019
521180;5;1E-17;2630;2027,58;1,3;1,37;2027,58;6;3,27;1,84;1,84;3,27;Alto risco;2019
520710;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,17;0;0;0,17;Alto risco;2019
520580;5;1E-17;2630;2027,58;1,3;1,37;2027,58;1;0,76;1,31;1,31;0,76;Alto risco;2019
521730;5;1E-17;2630;2027,58;1,3;1,37;2027,58;2;1,67;1,2;1,2;1,67;Alto risco;2019
521100;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,36;0;0;0,36;Alto risco;2019
520440;5;1E-17;2630;2027,58;1,3;1,37;2027,58;4;1,33;3,01;3,01;1,33;Alto risco;2019
520030;5;1E-17;2630;2027,58;1,3;1,37;2027,58;2;1,8;1,11;1,11;1,8;Alto risco;2019
311690;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,22;0;0;0,22;Alto risco;2019
521225;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,11;0;0;0,11;Alto risco;2019
521080;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,31;0;0;0,31;Alto risco;2019
312790;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,097;0;0;0,097;Alto risco;2019
316130;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,43;0;0;0,43;Alto risco;2019
522050;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,58;0;0;0,58;Alto risco;2019
521220;5;1E-17;2630;2027,58;1,3;1,37;2027,58;2;1,27;1,57;1,57;1,27;Alto risco;2019
520929;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,14;0;0;0,14;Alto risco;2019
311455;5;1E-17;2630;2027,58;1,3;1,37;2027,58;2;0,71;2,82;2,82;0,71;Alto risco;2019
520235;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,19;0;0;0,19;Alto risco;2019
521645;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,22;0;0;0,22;Alto risco;2019
520690;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,15;0;0;0,15;Alto risco;2019
520551;5;1E-17;2630;2027,58;1,3;1,37;2027,58;4;1,31;3,05;3,05;1,31;Alto risco;2019
521120;5;1E-17;2630;2027,58;1,3;1,37;2027,58;3;1,77;1,69;1,69;1,77;Alto risco;2019
312350;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,14;0;0;0,14;Alto risco;2019
313340;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;1,13;0;0;1,13;Alto risco;2019
313070;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,46;0;0;0,46;Alto risco;2019
522170;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,97;0;0;0,97;Alto risco;2019
312480;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,57;0;0;0,57;Alto risco;2019
354420;5;1E-17;2630;2027,58;1,3;1,37;2027,58;4;0,9;4,47;4,47;0,9;Alto risco;2019
353000;5;1E-17;2630;2027,58;1,3;1,37;2027,58;1;0,21;4,66;4,66;0,21;Alto risco;2019
500290;5;1E-17;2630;2027,58;1,3;1,37;2027,58;2;1,5;1,33;1,33;1,5;Alto risco;2019
352070;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,28;0;0;0,28;Alto risco;2019
521370;5;1E-17;2630;2027,58;1,3;1,37;2027,58;2;0,57;3,53;3,53;0,57;Alto risco;2019
520620;5;1E-17;2630;2027,58;1,3;1,37;2027,58;5;3,72;1,34;1,34;3,72;Alto risco;2019
521870;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,31;0;0;0,31;Alto risco;2019
521250;5;1E-17;2630;2027,58;1,3;1,37;2027,58;17;12,75;1,33;1,33;12,75;Alto risco;2019
354040;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,3;0;0;0,3;Alto risco;2019
521925;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,35;0;0;0,35;Alto risco;2019
353475;5;1E-17;2630;2027,58;1,3;1,37;2027,58;4;0,7;5,73;5,74;0,7;Alto risco;2019
521720;5;1E-17;2630;2027,58;1,3;1,37;2027,58;3;0,74;4,03;4,03;0,74;Alto risco;2019
521975;5;1E-17;2630;2027,58;1,3;1,37;2027,58;3;4,48;0,67;0,67;4,48;Alto risco;2019
353660;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,61;0;0;0,61;Alto risco;2019
311140;5;1E-17;2630;2027,58;1,3;1,37;2027,58;1;0,54;1,84;1,84;0,54;Alto risco;2019
500630;5;1E-17;2630;2027,58;1,3;1,37;2027,58;5;2,82;1,77;1,77;2,82;Alto risco;2019
351070;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,85;0;0;0,85;Alto risco;2019
520753;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,48;0;0;0,48;Alto risco;2019
520150;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,28;0;0;0,28;Alto risco;2019
352965;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,13;0;0;0,13;Alto risco;2019
521523;5;1E-17;2630;2027,58;1,3;1,37;2027,58;7;6,89;1,02;1,02;6,89;Alto risco;2019
520500;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,69;0;0;0,69;Alto risco;2019
522028;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,14;0;0;0,14;Alto risco;2019
351800;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,13;0;0;0,13;Alto risco;2019
317110;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,27;0;0;0,27;Alto risco;2019
315640;5;1E-17;2630;2027,58;1,3;1,37;2027,58;1;0,25;4,02;4,02;0,25;Alto risco;2019
355530;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,13;0;0;0,13;Alto risco;2019
310010;5;1E-17;2630;2027,58;1,3;1,37;2027,58;1;0,49;2,05;2,05;0,49;Alto risco;2019
314310;5;1E-17;2630;2027,58;1,3;1,37;2027,58;5;3,27;1,53;1,53;3,27;Alto risco;2019
315070;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,44;0;0;0,44;Alto risco;2019
522185;5;1E-17;2630;2027,58;1,3;1,37;2027,58;9;10,16;0,89;0,89;10,16;Alto risco;2019
521385;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,16;0;0;0,16;Alto risco;2019
521860;5;1E-17;2630;2027,58;1,3;1,37;2027,58;2;0,76;2,62;2,62;0,76;Alto risco;2019
312710;5;1E-17;2630;2027,58;1,3;1,37;2027,58;4;4,1;0,97;0,97;4,1;Alto risco;2019
354030;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,18;0;0;0,18;Alto risco;2019
520540;5;1E-17;2630;2027,58;1,3;1,37;2027,58;1;1,51;0,66;0,66;1,51;Alto risco;2019
352820;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,26;0;0;0,26;Alto risco;2019
522230;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,4;0;0;0,4;Alto risco;2019
520549;5;1E-17;2630;2027,58;1,3;1,37;2027,58;5;4,26;1,17;1,17;4,26;Alto risco;2019
314500;5;1E-17;2630;2027,58;1,3;1,37;2027,58;1;1,06;0,94;0,94;1,06;Alto risco;2019
520025;5;1E-17;2630;2027,58;1,3;1,37;2027,58;10;12,7;0,79;0,79;12,7;Alto risco;2019
354570;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,43;0;0;0,43;Alto risco;2019
521295;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,3;0;0;0,3;Alto risco;2019
521935;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,28;0;0;0,28;Alto risco;2019
351420;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,15;0;0;0,15;Alto risco;2019
353590;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,29;0;0;0,29;Alto risco;2019
353420;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,46;0;0;0,46;Alto risco;2019
520860;5;1E-17;2630;2027,58;1,3;1,37;2027,58;5;4,66;1,07;1,07;4,66;Alto risco;2019
353690;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,18;0;0;0,18;Alto risco;2019
355695;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,13;0;0;0,13;Alto risco;2019
313160;5;1E-17;2630;2027,58;1,3;1,37;2027,58;1;0,46;2,15;2,15;0,46;Alto risco;2019
311730;5;1E-17;2630;2027,58;1,3;1,37;2027,58;1;1,85;0,54;0,54;1,85;Alto risco;2019
350180;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,43;0;0;0,43;Alto risco;2019
521015;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,21;0;0;0,21;Alto risco;2019
521890;5;1E-17;2630;2027,58;1,3;1,37;2027,58;3;1,34;2,24;2,24;1,34;Alto risco;2019
353625;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,16;0;0;0,16;Alto risco;2019
350395;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,13;0;0;0,13;Alto risco;2019
312860;5;1E-17;2630;2027,58;1,3;1,37;2027,58;1;0,45;2,24;2,24;0,45;Alto risco;2019
351550;5;1E-17;2630;2027,58;1,3;1,37;2027,58;5;4,83;1,03;1,03;4,83;Alto risco;2019
311930;5;1E-17;2630;2027,58;1,3;1,37;2027,58;3;1,96;1,53;1,53;1,96;Alto risco;2019
350120;5;1E-17;2630;2027,58;1,3;1,37;2027,58;1;0,28;3,6;3,6;0,28;Alto risco;2019
354610;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,16;0;0;0,16;Alto risco;2019
354740;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,18;0;0;0,18;Alto risco;2019
312700;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;1,19;0;0;1,19;Alto risco;2019
521486;5;1E-17;2630;2027,58;1,3;1,37;2027,58;3;0,57;5,26;5,26;0,57;Alto risco;2019
520725;5;1E-17;2630;2027,58;1,3;1,37;2027,58;1;0,52;1,92;1,92;0,52;Alto risco;2019
351520;5;1E-17;2630;2027,58;1,3;1,37;2027,58;1;0,59;1,68;1,68;0,59;Alto risco;2019
315160;5;1E-17;2630;2027,58;1,3;1,37;2027,58;1;0,81;1,23;1,23;0,81;Alto risco;2019
521310;5;1E-17;2630;2027,58;1,3;1,37;2027,58;7;4,48;1,56;1,56;4,48;Alto risco;2019
352480;5;1E-17;2630;2027,58;1,3;1,37;2027,58;5;3,43;1,46;1,46;3,43;Alto risco;2019
355580;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,64;0;0;0,64;Alto risco;2019
354765;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,12;0;0;0,12;Alto risco;2019
352960;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,26;0;0;0,26;Alto risco;2019
500100;5;1E-17;2630;2027,58;1,3;1,37;2027,58;1;1,71;0,58;0,58;1,71;Alto risco;2019
530010;5;1E-17;2630;2027,58;1,3;1,37;2027,58;205;193,93;1,06;1,06;193,93;Alto risco;2019
351210;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,42;0;0;0,42;Alto risco;2019
351980;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,55;0;0;0,55;Alto risco;2019
315770;5;1E-17;2630;2027,58;1,3;1,37;2027,58;2;0,94;2,13;2,13;0,94;Alto risco;2019
314920;5;1E-17;2630;2027,58;1,3;1,37;2027,58;1;0,25;4,05;4,05;0,25;Alto risco;2019
353500;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,9;0;0;0,9;Alto risco;2019
521945;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,25;0;0;0,25;Alto risco;2019
317010;5;1E-17;2630;2027,58;1,3;1,37;2027,58;26;22,62;1,15;1,15;22,62;Alto risco;2019
354720;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,12;0;0;0,12;Alto risco;2019
355710;5;1E-17;2630;2027,58;1,3;1,37;2027,58;8;6,53;1,22;1,22;6,53;Alto risco;2019
354660;5;1E-17;2630;2027,58;1,3;1,37;2027,58;6;2,23;2,69;2,69;2,23;Alto risco;2019
354450;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,23;0;0;0,23;Alto risco;2019
520547;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,65;0;0;0,65;Alto risco;2019
355610;5;1E-17;2630;2027,58;1,3;1,37;2027,58;1;0,91;1,1;1,1;0,91;Alto risco;2019
355490;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,41;0;0;0,41;Alto risco;2019
354920;5;1E-17;2630;2027,58;1,3;1,37;2027,58;1;0,18;5,65;5,65;0,18;Alto risco;2019
521470;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,17;0;0;0,17;Alto risco;2019
520340;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,62;0;0;0,62;Alto risco;2019
351290;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,53;0;0;0,53;Alto risco;2019
354900;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,2;0;0;0,2;Alto risco;2019
520215;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,53;0;0;0,53;Alto risco;2019
521810;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,28;0;0;0,28;Alto risco;2019
317100;5;1E-17;2630;2027,58;1,3;1,37;2027,58;4;1,41;2,84;2,84;1,41;Alto risco;2019
510100;5;1E-17;2630;2027,58;1,3;1,37;2027,58;2;0,21;9,4;9,4;0,21;Alto risco;2019
354025;5;1E-17;2630;2027,58;1,3;1,37;2027,58;1;0,32;3,17;3,17;0,32;Alto risco;2019
521090;5;1E-17;2630;2027,58;1,3;1,37;2027,58;2;1,53;1,31;1,31;1,53;Alto risco;2019
520380;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,4;0;0;0,4;Alto risco;2019
310070;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,15;0;0;0,15;Alto risco;2019
354925;5;1E-17;2630;2027,58;1,3;1,37;2027,58;1;0,13;7,76;7,76;0,13;Alto risco;2019
353520;5;1E-17;2630;2027,58;1,3;1,37;2027,58;2;0,66;3,01;3,01;0,66;Alto risco;2019
500440;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,52;0;0;0,52;Alto risco;2019
351385;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,13;0;0;0,13;Alto risco;2019
353300;5;1E-17;2630;2027,58;1,3;1,37;2027,58;1;1,48;0,68;0,68;1,48;Alto risco;2019
314700;5;1E-17;2630;2027,58;1,3;1,37;2027,58;9;6,05;1,49;1,49;6,05;Alto risco;2019
353284;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,14;0;0;0,14;Alto risco;2019
352910;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,15;0;0;0,15;Alto risco;2019
350090;5;1E-17;2630;2027,58;1,3;1,37;2027,58;1;0,28;3,53;3,53;0,28;Alto risco;2019
500295;5;1E-17;2630;2027,58;1,3;1,37;2027,58;3;1,61;1,87;1,87;1,61;Alto risco;2019
314980;5;1E-17;2630;2027,58;1,3;1,37;2027,58;1;1,07;0,93;0,93;1,07;Alto risco;2019
351790;5;1E-17;2630;2027,58;1,3;1,37;2027,58;1;0,75;1,33;1,33;0,75;Alto risco;2019
313710;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,56;0;0;0,56;Alto risco;2019
520320;5;1E-17;2630;2027,58;1,3;1,37;2027,58;2;0,76;2,62;2,62;0,76;Alto risco;2019
355340;5;1E-17;2630;2027,58;1,3;1,37;2027,58;2;1,84;1,09;1,09;1,84;Alto risco;2019
350260;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,3;0;0;0,3;Alto risco;2019
353040;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,34;0;0;0,34;Alto risco;2019
522015;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,34;0;0;0,34;Alto risco;2019
353400;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,31;0;0;0,31;Alto risco;2019
355130;5;1E-17;2630;2027,58;1,3;1,37;2027,58;1;0,24;4,13;4,13;0,24;Alto risco;2019
314810;5;1E-17;2630;2027,58;1,3;1,37;2027,58;11;6,2;1,77;1,78;6,2;Alto risco;2019
352830;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,23;0;0;0,23;Alto risco;2019
351740;5;1E-17;2630;2027,58;1,3;1,37;2027,58;3;2,74;1,09;1,09;2,74;Alto risco;2019
352115;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,37;0;0;0,37;Alto risco;2019
312125;5;1E-17;2630;2027,58;1,3;1,37;2027,58;1;0,72;1,39;1,39;0,72;Alto risco;2019
351590;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,22;0;0;0,22;Alto risco;2019
351690;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,76;0;0;0,76;Alto risco;2019
521560;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;2,11;0;0;2,11;Alto risco;2019
352970;5;1E-17;2630;2027,58;1,3;1,37;2027,58;3;1,46;2,06;2,06;1,46;Alto risco;2019
353260;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,82;0;0;0,82;Alto risco;2019
520170;5;1E-17;2630;2027,58;1,3;1,37;2027,58;4;1,34;2,98;2,98;1,34;Alto risco;2019
521690;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,17;0;0;0,17;Alto risco;2019
510180;5;1E-17;2630;2027,58;1,3;1,37;2027,58;5;4,03;1,24;1,24;4,03;Alto risco;2019
355255;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,28;0;0;0,28;Alto risco;2019
510665;5;1E-17;2630;2027,58;1,3;1,37;2027,58;1;0,46;2,18;2,18;0,46;Alto risco;2019
520945;5;1E-17;2630;2027,58;1,3;1,37;2027,58;1;0,14;7,27;7,27;0,14;Alto risco;2019
350480;5;1E-17;2630;2027,58;1,3;1,37;2027,58;1;0,62;1,6;1,61;0,62;Alto risco;2019
352010;5;1E-17;2630;2027,58;1,3;1,37;2027,58;3;2,03;1,48;1,48;2,03;Alto risco;2019
351890;5;1E-17;2630;2027,58;1,3;1,37;2027,58;1;0,36;2,78;2,78;0,36;Alto risco;2019
510719;5;1E-17;2630;2027,58;1,3;1,37;2027,58;2;0,16;12,45;12,45;0,16;Alto risco;2019
520980;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,25;0;0;0,25;Alto risco;2019
350300;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,39;0;0;0,39;Alto risco;2019
350420;5;1E-17;2630;2027,58;1,3;1,37;2027,58;2;1,08;1,86;1,86;1,08;Alto risco;2019
520310;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,37;0;0;0,37;Alto risco;2019
353140;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;1,73;0;0;1,73;Alto risco;2019
500780;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,44;0;0;0,44;Alto risco;2019
510820;5;1E-17;2630;2027,58;1,3;1,37;2027,58;1;0,26;3,8;3,8;0,26;Alto risco;2019
510670;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,11;0;0;0,11;Alto risco;2019
353990;5;1E-17;2630;2027,58;1,3;1,37;2027,58;1;0,4;2,48;2,48;0,4;Alto risco;2019
350550;5;1E-17;2630;2027,58;1,3;1,37;2027,58;8;8,12;0,98;0,98;8,12;Alto risco;2019
352044;5;1E-17;2630;2027,58;1,3;1,37;2027,58;1;1,85;0,54;0,54;1,85;Alto risco;2019
312890;5;1E-17;2630;2027,58;1,3;1,37;2027,58;2;0,55;3,64;3,64;0,55;Alto risco;2019
520250;5;1E-17;2630;2027,58;1,3;1,37;2027,58;2;0,65;3,07;3,07;0,65;Alto risco;2019
353286;5;1E-17;2630;2027,58;1,3;1,37;2027,58;1;0,078;12,76;12,76;0,078;Alto risco;2019
311820;5;1E-17;2630;2027,58;1,3;1,37;2027,58;1;0,48;2,1;2,1;0,48;Alto risco;2019
352810;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,58;0;0;0,58;Alto risco;2019
521400;5;1E-17;2630;2027,58;1,3;1,37;2027,58;2;1,02;1,96;1,96;1,02;Alto risco;2019
351680;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,35;0;0;0,35;Alto risco;2019
315690;5;1E-17;2630;2027,58;1,3;1,37;2027,58;4;1,8;2,23;2,23;1,8;Alto risco;2019
317040;5;1E-17;2630;2027,58;1,3;1,37;2027,58;8;5,65;1,41;1,42;5,65;Alto risco;2019
353030;5;1E-17;2630;2027,58;1,3;1,37;2027,58;4;4,07;0,98;0,98;4,07;Alto risco;2019
521760;5;1E-17;2630;2027,58;1,3;1,37;2027,58;10;5,49;1,82;1,82;5,49;Alto risco;2019
310945;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,47;0;0;0,47;Alto risco;2019
521305;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,18;0;0;0,18;Alto risco;2019
351750;5;1E-17;2630;2027,58;1,3;1,37;2027,58;3;1,48;2,02;2,02;1,48;Alto risco;2019
354980;5;1E-17;2630;2027,58;1,3;1,37;2027,58;24;31,18;0,77;0,77;31,18;Alto risco;2019
353250;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,65;0;0;0,65;Alto risco;2019
353390;5;1E-17;2630;2027,58;1,3;1,37;2027,58;3;3,7;0,81;0,81;3,7;Alto risco;2019
353100;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,17;0;0;0,17;Alto risco;2019
313753;5;1E-17;2630;2027,58;1,3;1,37;2027,58;6;0,66;9,05;9,05;0,66;Alto risco;2019
355230;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,52;0;0;0,52;Alto risco;2019
353330;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,29;0;0;0,29;Alto risco;2019
353740;5;1E-17;2630;2027,58;1,3;1,37;2027,58;1;1,73;0,58;0,58;1,73;Alto risco;2019
355570;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,12;0;0;0,12;Alto risco;2019
352450;5;1E-17;2630;2027,58;1,3;1,37;2027,58;2;0,48;4,2;4,2;0,48;Alto risco;2019
350820;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,31;0;0;0,31;Alto risco;2019
353270;5;1E-17;2630;2027,58;1,3;1,37;2027,58;0;0,36;0;0;0,36;Alto risco;2019
