cod_mun;ESPACIAL_CLUSTER;ESPACIAL_P_VALUE;ESPACIAL_CLU_OBS;ESPACIAL_CLU_EXP;ESPACIAL_CLU_ODE;ESPACIAL_CLU_RR;ESPACIAL_CLU_POP;ESPACIAL_LOC_OBS;ESPACIAL_LOC_EXP;ESPACIAL_LOC_ODE;ESPACIAL_LOC_RR;ESPACIAL_LOC_POP;ESPACIAL_CLU_RISCO;ESPACIAL_DATA_REF
410345;1;1E-17;2458;1331,11;1,85;2,03;1331,11;2;1,19;1,68;1,68;1,19;Alto risco;2019
420195;1;1E-17;2458;1331,11;1,85;2,03;1331,11;2;0,9;2,23;2,23;0,9;Alto risco;2019
411545;1;1E-17;2458;1331,11;1,85;2,03;1331,11;1;0,3;3,33;3,33;0,3;Alto risco;2019
411535;1;1E-17;2458;1331,11;1,85;2,03;1331,11;0;0,4;0;0;0,4;Alto risco;2019
421085;1;1E-17;2458;1331,11;1,85;2,03;1331,11;0;0,16;0;0;0,16;Alto risco;2019
420790;1;1E-17;2458;1331,11;1,85;2,03;1331,11;4;0,74;5,4;5,4;0,74;Alto risco;2019
410105;1;1E-17;2458;1331,11;1,85;2,03;1331,11;0;0,19;0;0;0,19;Alto risco;2019
421835;1;1E-17;2458;1331,11;1,85;2,03;1331,11;0;0,28;0;0;0,28;Alto risco;2019
421760;1;1E-17;2458;1331,11;1,85;2,03;1331,11;2;0,97;2,07;2,07;0,97;Alto risco;2019
410045;1;1E-17;2458;1331,11;1,85;2,03;1331,11;0;0,13;0;0;0,13;Alto risco;2019
410865;1;1E-17;2458;1331,11;1,85;2,03;1331,11;3;0,47;6,45;6,45;0,47;Alto risco;2019
421890;1;1E-17;2458;1331,11;1,85;2,03;1331,11;2;0,75;2,67;2,67;0,75;Alto risco;2019
420460;1;1E-17;2458;1331,11;1,85;2,03;1331,11;27;14,46;1,87;1,87;14,46;Alto risco;2019
411325;1;1E-17;2458;1331,11;1,85;2,03;1331,11;0;0,37;0;0;0,37;Alto risco;2019
411670;1;1E-17;2458;1331,11;1,85;2,03;1331,11;0;0,73;0;0;0,73;Alto risco;2019
421450;1;1E-17;2458;1331,11;1,85;2,03;1331,11;2;0,4;4,97;4,97;0,4;Alto risco;2019
420285;1;1E-17;2458;1331,11;1,85;2,03;1331,11;0;0,25;0;0;0,25;Alto risco;2019
410200;1;1E-17;2458;1331,11;1,85;2,03;1331,11;4;2,29;1,74;1,75;2,29;Alto risco;2019
421370;1;1E-17;2458;1331,11;1,85;2,03;1331,11;2;1,14;1,75;1,75;1,14;Alto risco;2019
420020;1;1E-17;2458;1331,11;1,85;2,03;1331,11;1;0,71;1,41;1,41;0,71;Alto risco;2019
421780;1;1E-17;2458;1331,11;1,85;2,03;1331,11;2;1,25;1,61;1,61;1,25;Alto risco;2019
420960;1;1E-17;2458;1331,11;1,85;2,03;1331,11;2;1,02;1,95;1,95;1,02;Alto risco;2019
411870;1;1E-17;2458;1331,11;1,85;2,03;1331,11;1;0,51;1,95;1,95;0,51;Alto risco;2019
420700;1;1E-17;2458;1331,11;1,85;2,03;1331,11;5;3,74;1,34;1,34;3,74;Alto risco;2019
420425;1;1E-17;2458;1331,11;1,85;2,03;1331,11;2;1,16;1,72;1,72;1,16;Alto risco;2019
411790;1;1E-17;2458;1331,11;1,85;2,03;1331,11;1;2,11;0,47;0,47;2,11;Alto risco;2019
411065;1;1E-17;2458;1331,11;1,85;2,03;1331,11;0;0,16;0;0;0,16;Alto risco;2019
420180;1;1E-17;2458;1331,11;1,85;2,03;1331,11;0;0,22;0;0;0,22;Alto risco;2019
421900;1;1E-17;2458;1331,11;1,85;2,03;1331,11;2;1,49;1,34;1,34;1,49;Alto risco;2019
422000;1;1E-17;2458;1331,11;1,85;2,03;1331,11;0;0,87;0;0;0,87;Alto risco;2019
421270;1;1E-17;2458;1331,11;1,85;2,03;1331,11;2;0,42;4,76;4,76;0,42;Alto risco;2019
412800;1;1E-17;2458;1331,11;1,85;2,03;1331,11;0;1,44;0;0;1,44;Alto risco;2019
411275;1;1E-17;2458;1331,11;1,85;2,03;1331,11;1;0,58;1,73;1,73;0,58;Alto risco;2019
421530;1;1E-17;2458;1331,11;1,85;2,03;1331,11;4;0,53;7,57;7,57;0,53;Alto risco;2019
412740;1;1E-17;2458;1331,11;1,85;2,03;1331,11;1;1,19;0,84;0,84;1,19;Alto risco;2019
421860;1;1E-17;2458;1331,11;1,85;2,03;1331,11;2;0,49;4,06;4,06;0,49;Alto risco;2019
410940;1;1E-17;2458;1331,11;1,85;2,03;1331,11;16;11,61;1,38;1,38;11,61;Alto risco;2019
410390;1;1E-17;2458;1331,11;1,85;2,03;1331,11;0;0,96;0;0;0,96;Alto risco;2019
411780;1;1E-17;2458;1331,11;1,85;2,03;1331,11;0;0,86;0;0;0,86;Alto risco;2019
500770;1;1E-17;2458;1331,11;1,85;2,03;1331,11;0;0,7;0;0;0,7;Alto risco;2019
421120;1;1E-17;2458;1331,11;1,85;2,03;1331,11;4;1,15;3,47;3,47;1,15;Alto risco;2019
421170;1;1E-17;2458;1331,11;1,85;2,03;1331,11;2;1,55;1,29;1,29;1,55;Alto risco;2019
411680;1;1E-17;2458;1331,11;1,85;2,03;1331,11;1;0,37;2,73;2,73;0,37;Alto risco;2019
410880;1;1E-17;2458;1331,11;1,85;2,03;1331,11;3;2,11;1,42;1,42;2,11;Alto risco;2019
420213;1;1E-17;2458;1331,11;1,85;2,03;1331,11;0;0,43;0;0;0,43;Alto risco;2019
420260;1;1E-17;2458;1331,11;1,85;2,03;1331,11;1;0,64;1,56;1,56;0,64;Alto risco;2019
421460;1;1E-17;2458;1331,11;1,85;2,03;1331,11;0;0,52;0;0;0,52;Alto risco;2019
410395;1;1E-17;2458;1331,11;1,85;2,03;1331,11;0;0,26;0;0;0,26;Alto risco;2019
411390;1;1E-17;2458;1331,11;1,85;2,03;1331,11;3;0,94;3,18;3,18;0,94;Alto risco;2019
420419;1;1E-17;2458;1331,11;1,85;2,03;1331,11;1;0,2;5,02;5,02;0,2;Alto risco;2019
500635;1;1E-17;2458;1331,11;1,85;2,03;1331,11;2;0,74;2,72;2,72;0,74;Alto risco;2019
420030;1;1E-17;2458;1331,11;1,85;2,03;1331,11;2;0,37;5,41;5,41;0,37;Alto risco;2019
421030;1;1E-17;2458;1331,11;1,85;2,03;1331,11;1;0,54;1,85;1,85;0,54;Alto risco;2019
420950;1;1E-17;2458;1331,11;1,85;2,03;1331,11;1;0,47;2,12;2,12;0,47;Alto risco;2019
421567;1;1E-17;2458;1331,11;1,85;2,03;1331,11;3;0,63;4,78;4,78;0,63;Alto risco;2019
410820;1;1E-17;2458;1331,11;1,85;2,03;1331,11;2;0,48;4,15;4,16;0,48;Alto risco;2019
421110;1;1E-17;2458;1331,11;1,85;2,03;1331,11;0;0,55;0;0;0,55;Alto risco;2019
421545;1;1E-17;2458;1331,11;1,85;2,03;1331,11;1;0,79;1,26;1,26;0,79;Alto risco;2019
421240;1;1E-17;2458;1331,11;1,85;2,03;1331,11;1;0,28;3,53;3,53;0,28;Alto risco;2019
421840;1;1E-17;2458;1331,11;1,85;2,03;1331,11;1;0,49;2,02;2,02;0,49;Alto risco;2019
420850;1;1E-17;2458;1331,11;1,85;2,03;1331,11;4;1,67;2,4;2,4;1,67;Alto risco;2019
411020;1;1E-17;2458;1331,11;1,85;2,03;1331,11;0;0,7;0;0;0,7;Alto risco;2019
410337;1;1E-17;2458;1331,11;1,85;2,03;1331,11;0;0,19;0;0;0,19;Alto risco;2019
420190;1;1E-17;2458;1331,11;1,85;2,03;1331,11;0;0,39;0;0;0,39;Alto risco;2019
421700;1;1E-17;2458;1331,11;1,85;2,03;1331,11;5;0,9;5,58;5,59;0,9;Alto risco;2019
412385;1;1E-17;2458;1331,11;1,85;2,03;1331,11;1;0,64;1,55;1,55;0,64;Alto risco;2019
420610;1;1E-17;2458;1331,11;1,85;2,03;1331,11;4;0,46;8,67;8,67;0,46;Alto risco;2019
411295;1;1E-17;2458;1331,11;1,85;2,03;1331,11;2;0,52;3,88;3,88;0,52;Alto risco;2019
410832;1;1E-17;2458;1331,11;1,85;2,03;1331,11;0;0,41;0;0;0,41;Alto risco;2019
420380;1;1E-17;2458;1331,11;1,85;2,03;1331,11;7;3,59;1,95;1,95;3,59;Alto risco;2019
421480;1;1E-17;2458;1331,11;1,85;2,03;1331,11;8;4,74;1,69;1,69;4,74;Alto risco;2019
420280;1;1E-17;2458;1331,11;1,85;2,03;1331,11;8;2,23;3,58;3,58;2,23;Alto risco;2019
421935;1;1E-17;2458;1331,11;1,85;2,03;1331,11;2;0,34;5,93;5,93;0,34;Alto risco;2019
412200;1;1E-17;2458;1331,11;1,85;2,03;1331,11;1;1,03;0,97;0,97;1,03;Alto risco;2019
421940;1;1E-17;2458;1331,11;1,85;2,03;1331,11;3;0,27;11,1;11,1;0,27;Alto risco;2019
500568;1;1E-17;2458;1331,11;1,85;2,03;1331,11;5;1,19;4,21;4,21;1,19;Alto risco;2019
412065;1;1E-17;2458;1331,11;1,85;2,03;1331,11;0;0,31;0;0;0,31;Alto risco;2019
420880;1;1E-17;2458;1331,11;1,85;2,03;1331,11;3;1,39;2,16;2,16;1,39;Alto risco;2019
500480;1;1E-17;2458;1331,11;1,85;2,03;1331,11;3;0,48;6,29;6,29;0,48;Alto risco;2019
411573;1;1E-17;2458;1331,11;1,85;2,03;1331,11;0;0,24;0;0;0,24;Alto risco;2019
420510;1;1E-17;2458;1331,11;1,85;2,03;1331,11;1;0,27;3,66;3,66;0,27;Alto risco;2019
412135;1;1E-17;2458;1331,11;1,85;2,03;1331,11;0;0,18;0;0;0,18;Alto risco;2019
420070;1;1E-17;2458;1331,11;1,85;2,03;1331,11;1;0,69;1,45;1,45;0,69;Alto risco;2019
421220;1;1E-17;2458;1331,11;1,85;2,03;1331,11;3;1,29;2,33;2,33;1,29;Alto risco;2019
420740;1;1E-17;2458;1331,11;1,85;2,03;1331,11;1;0,4;2,48;2,48;0,4;Alto risco;2019
412250;1;1E-17;2458;1331,11;1,85;2,03;1331,11;1;0,67;1,49;1,49;0,67;Alto risco;2019
412796;1;1E-17;2458;1331,11;1,85;2,03;1331,11;1;0,87;1,16;1,16;0,87;Alto risco;2019
421870;1;1E-17;2458;1331,11;1,85;2,03;1331,11;11;7,18;1,53;1,53;7,18;Alto risco;2019
421830;1;1E-17;2458;1331,11;1,85;2,03;1331,11;2;1,2;1,66;1,66;1,2;Alto risco;2019
411060;1;1E-17;2458;1331,11;1,85;2,03;1331,11;1;0,96;1,05;1,05;0,96;Alto risco;2019
421400;1;1E-17;2458;1331,11;1,85;2,03;1331,11;3;1,18;2,55;2,55;1,18;Alto risco;2019
421490;1;1E-17;2458;1331,11;1,85;2,03;1331,11;2;0,34;5,97;5,97;0,34;Alto risco;2019
420620;1;1E-17;2458;1331,11;1,85;2,03;1331,11;1;0,79;1,26;1,26;0,79;Alto risco;2019
420990;1;1E-17;2458;1331,11;1,85;2,03;1331,11;0;0,79;0;0;0,79;Alto risco;2019
421560;1;1E-17;2458;1331,11;1,85;2,03;1331,11;1;0,16;6,37;6,37;0,16;Alto risco;2019
420915;1;1E-17;2458;1331,11;1,85;2,03;1331,11;2;0,33;6,09;6,09;0,33;Alto risco;2019
420150;1;1E-17;2458;1331,11;1,85;2,03;1331,11;2;0,58;3,42;3,42;0,58;Alto risco;2019
410860;1;1E-17;2458;1331,11;1,85;2,03;1331,11;3;1,93;1,55;1,56;1,93;Alto risco;2019
420395;1;1E-17;2458;1331,11;1,85;2,03;1331,11;3;1,62;1,85;1,85;1,62;Alto risco;2019
410070;1;1E-17;2458;1331,11;1,85;2,03;1331,11;0;0,67;0;0;0,67;Alto risco;2019
420110;1;1E-17;2458;1331,11;1,85;2,03;1331,11;0;0,23;0;0;0,23;Alto risco;2019
421920;1;1E-17;2458;1331,11;1,85;2,03;1331,11;2;0,43;4,66;4,66;0,43;Alto risco;2019
412150;1;1E-17;2458;1331,11;1,85;2,03;1331,11;1;0,99;1,01;1,01;0,99;Alto risco;2019
420980;1;1E-17;2458;1331,11;1,85;2,03;1331,11;0;0,22;0;0;0,22;Alto risco;2019
410050;1;1E-17;2458;1331,11;1,85;2,03;1331,11;1;1,47;0,68;0,68;1,47;Alto risco;2019
500375;1;1E-17;2458;1331,11;1,85;2,03;1331,11;1;0,78;1,28;1,28;0,78;Alto risco;2019
410304;1;1E-17;2458;1331,11;1,85;2,03;1331,11;0;0,42;0;0;0,42;Alto risco;2019
410300;1;1E-17;2458;1331,11;1,85;2,03;1331,11;0;0,29;0;0;0,29;Alto risco;2019
420690;1;1E-17;2458;1331,11;1,85;2,03;1331,11;2;1,27;1,58;1,58;1,27;Alto risco;2019
421410;1;1E-17;2458;1331,11;1,85;2,03;1331,11;1;0,16;6,1;6,1;0,16;Alto risco;2019
411960;1;1E-17;2458;1331,11;1,85;2,03;1331,11;4;2,01;1,99;1,99;2,01;Alto risco;2019
421710;1;1E-17;2458;1331,11;1,85;2,03;1331,11;1;0,23;4,39;4,39;0,23;Alto risco;2019
412560;1;1E-17;2458;1331,11;1,85;2,03;1331,11;2;3,04;0,66;0,66;3,04;Alto risco;2019
411400;1;1E-17;2458;1331,11;1,85;2,03;1331,11;2;0,88;2,28;2,28;0,88;Alto risco;2019
500795;1;1E-17;2458;1331,11;1,85;2,03;1331,11;3;0,65;4,6;4,6;0,65;Alto risco;2019
500430;1;1E-17;2458;1331,11;1,85;2,03;1331,11;2;1,03;1,94;1,94;1,03;Alto risco;2019
421265;1;1E-17;2458;1331,11;1,85;2,03;1331,11;2;0,69;2,88;2,88;0,69;Alto risco;2019
410347;1;1E-17;2458;1331,11;1,85;2,03;1331,11;0;0,28;0;0;0,28;Alto risco;2019
420810;1;1E-17;2458;1331,11;1,85;2,03;1331,11;1;1,41;0,71;0,71;1,41;Alto risco;2019
410130;1;1E-17;2458;1331,11;1,85;2,03;1331,11;1;0,53;1,9;1,9;0,53;Alto risco;2019
411610;1;1E-17;2458;1331,11;1,85;2,03;1331,11;1;0,84;1,19;1,19;0,84;Alto risco;2019
411510;1;1E-17;2458;1331,11;1,85;2,03;1331,11;3;0,68;4,4;4,4;0,68;Alto risco;2019
411220;1;1E-17;2458;1331,11;1,85;2,03;1331,11;0;0,37;0;0;0,37;Alto risco;2019
412060;1;1E-17;2458;1331,11;1,85;2,03;1331,11;4;3,49;1,15;1,15;3,49;Alto risco;2019
411885;1;1E-17;2458;1331,11;1,85;2,03;1331,11;0;0,42;0;0;0,42;Alto risco;2019
420940;1;1E-17;2458;1331,11;1,85;2,03;1331,11;7;3,13;2,24;2,24;3,13;Alto risco;2019
420720;1;1E-17;2458;1331,11;1,85;2,03;1331,11;2;0,72;2,77;2,77;0,72;Alto risco;2019
420125;1;1E-17;2458;1331,11;1,85;2,03;1331,11;1;0,72;1,39;1,39;0,72;Alto risco;2019
411890;1;1E-17;2458;1331,11;1,85;2,03;1331,11;1;0,78;1,29;1,29;0,78;Alto risco;2019
412535;1;1E-17;2458;1331,11;1,85;2,03;1331,11;0;0,4;0;0;0,4;Alto risco;2019
411070;1;1E-17;2458;1331,11;1,85;2,03;1331,11;1;3,99;0,25;0,25;3,99;Alto risco;2019
411080;1;1E-17;2458;1331,11;1,85;2,03;1331,11;0;0,7;0;0;0,7;Alto risco;2019
421590;1;1E-17;2458;1331,11;1,85;2,03;1331,11;1;0,21;4,78;4,78;0,21;Alto risco;2019
421430;1;1E-17;2458;1331,11;1,85;2,03;1331,11;0;0,2;0;0;0,2;Alto risco;2019
410752;1;1E-17;2458;1331,11;1,85;2,03;1331,11;0;0,12;0;0;0,12;Alto risco;2019
420170;1;1E-17;2458;1331,11;1,85;2,03;1331,11;0;0,54;0;0;0,54;Alto risco;2019
411373;1;1E-17;2458;1331,11;1,85;2,03;1331,11;0;0,48;0;0;0,48;Alto risco;2019
421510;1;1E-17;2458;1331,11;1,85;2,03;1331,11;4;0,82;4,88;4,88;0,82;Alto risco;2019
410755;1;1E-17;2458;1331,11;1,85;2,03;1331,11;0;0,21;0;0;0,21;Alto risco;2019
411727;1;1E-17;2458;1331,11;1,85;2,03;1331,11;1;0,4;2,53;2,53;0,4;Alto risco;2019
420515;1;1E-17;2458;1331,11;1,85;2,03;1331,11;1;0,27;3,73;3,73;0,27;Alto risco;2019
412510;1;1E-17;2458;1331,11;1,85;2,03;1331,11;0;1;0;0;1;Alto risco;2019
420090;1;1E-17;2458;1331,11;1,85;2,03;1331,11;2;0,35;5,66;5,66;0,35;Alto risco;2019
410895;1;1E-17;2458;1331,11;1,85;2,03;1331,11;0;0,58;0;0;0,58;Alto risco;2019
410773;1;1E-17;2458;1331,11;1,85;2,03;1331,11;0;0,37;0;0;0,37;Alto risco;2019
412880;1;1E-17;2458;1331,11;1,85;2,03;1331,11;3;0,4;7,52;7,52;0,4;Alto risco;2019
420220;1;1E-17;2458;1331,11;1,85;2,03;1331,11;1;0,79;1,26;1,26;0,79;Alto risco;2019
412810;1;1E-17;2458;1331,11;1,85;2,03;1331,11;15;7,45;2,01;2,01;7,45;Alto risco;2019
420730;1;1E-17;2458;1331,11;1,85;2,03;1331,11;3;3,08;0,98;0,98;3,08;Alto risco;2019
411450;1;1E-17;2458;1331,11;1,85;2,03;1331,11;4;0,87;4,62;4,62;0,87;Alto risco;2019
421010;1;1E-17;2458;1331,11;1,85;2,03;1331,11;5;3,74;1,34;1,34;3,74;Alto risco;2019
420270;1;1E-17;2458;1331,11;1,85;2,03;1331,11;0;0,37;0;0;0,37;Alto risco;2019
412230;1;1E-17;2458;1331,11;1,85;2,03;1331,11;2;2,23;0,9;0,9;2,23;Alto risco;2019
420750;1;1E-17;2458;1331,11;1,85;2,03;1331,11;3;4,59;0,65;0,65;4,59;Alto risco;2019
421020;1;1E-17;2458;1331,11;1,85;2,03;1331,11;0;0,23;0;0;0,23;Alto risco;2019
420060;1;1E-17;2458;1331,11;1,85;2,03;1331,11;1;0,47;2,13;2,13;0,47;Alto risco;2019
421820;1;1E-17;2458;1331,11;1,85;2,03;1331,11;5;3,03;1,65;1,65;3,03;Alto risco;2019
412790;1;1E-17;2458;1331,11;1,85;2,03;1331,11;2;0,59;3,41;3,41;0,59;Alto risco;2019
412700;1;1E-17;2458;1331,11;1,85;2,03;1331,11;2;0,84;2,38;2,38;0,84;Alto risco;2019
410660;1;1E-17;2458;1331,11;1,85;2,03;1331,11;1;1,43;0,7;0,7;1,43;Alto risco;2019
500460;1;1E-17;2458;1331,11;1,85;2,03;1331,11;1;1,39;0,72;0,72;1,39;Alto risco;2019
411010;1;1E-17;2458;1331,11;1,85;2,03;1331,11;0;2,1;0;0;2,1;Alto risco;2019
411140;1;1E-17;2458;1331,11;1,85;2,03;1331,11;1;0,91;1,1;1,1;0,91;Alto risco;2019
421230;1;1E-17;2458;1331,11;1,85;2,03;1331,11;0;0,51;0;0;0,51;Alto risco;2019
410430;1;1E-17;2458;1331,11;1,85;2,03;1331,11;4;6,27;0,64;0,64;6,27;Alto risco;2019
421570;1;1E-17;2458;1331,11;1,85;2,03;1331,11;2;1,6;1,25;1,25;1,6;Alto risco;2019
421470;1;1E-17;2458;1331,11;1,85;2,03;1331,11;1;0,82;1,22;1,22;0,82;Alto risco;2019
500315;1;1E-17;2458;1331,11;1,85;2,03;1331,11;5;0,88;5,68;5,68;0,88;Alto risco;2019
421725;1;1E-17;2458;1331,11;1,85;2,03;1331,11;0;0,56;0;0;0,56;Alto risco;2019
421150;1;1E-17;2458;1331,11;1,85;2,03;1331,11;2;1,02;1,95;1,95;1,02;Alto risco;2019
420570;1;1E-17;2458;1331,11;1,85;2,03;1331,11;2;1,58;1,27;1,27;1,58;Alto risco;2019
410165;1;1E-17;2458;1331,11;1,85;2,03;1331,11;0;0,21;0;0;0,21;Alto risco;2019
412862;1;1E-17;2458;1331,11;1,85;2,03;1331,11;1;0,18;5,42;5,42;0,18;Alto risco;2019
410170;1;1E-17;2458;1331,11;1,85;2,03;1331,11;1;0,96;1,04;1,04;0,96;Alto risco;2019
410440;1;1E-17;2458;1331,11;1,85;2,03;1331,11;1;1,01;0,99;0,99;1,01;Alto risco;2019
410655;1;1E-17;2458;1331,11;1,85;2,03;1331,11;0;0,23;0;0;0,23;Alto risco;2019
421500;1;1E-17;2458;1331,11;1,85;2,03;1331,11;4;2,74;1,46;1,46;2,74;Alto risco;2019
420120;1;1E-17;2458;1331,11;1,85;2,03;1331,11;0;0,58;0;0;0,58;Alto risco;2019
420630;1;1E-17;2458;1331,11;1,85;2,03;1331,11;1;1,62;0,62;0,62;1,62;Alto risco;2019
410185;1;1E-17;2458;1331,11;1,85;2,03;1331,11;1;0,15;6,83;6,83;0,15;Alto risco;2019
421320;1;1E-17;2458;1331,11;1,85;2,03;1331,11;4;2,3;1,74;1,74;2,3;Alto risco;2019
420240;1;1E-17;2458;1331,11;1,85;2,03;1331,11;39;24,03;1,62;1,62;24,03;Alto risco;2019
410855;1;1E-17;2458;1331,11;1,85;2,03;1331,11;0;0,21;0;0;0,21;Alto risco;2019
411470;1;1E-17;2458;1331,11;1,85;2,03;1331,11;1;0,41;2,45;2,45;0,41;Alto risco;2019
412680;1;1E-17;2458;1331,11;1,85;2,03;1331,11;1;1,07;0,93;0,93;1,07;Alto risco;2019
421630;1;1E-17;2458;1331,11;1,85;2,03;1331,11;2;2,43;0,82;0,82;2,43;Alto risco;2019
421190;1;1E-17;2458;1331,11;1,85;2,03;1331,11;15;11,35;1,32;1,32;11,35;Alto risco;2019
410410;1;1E-17;2458;1331,11;1,85;2,03;1331,11;0;0,51;0;0;0,51;Alto risco;2019
420290;1;1E-17;2458;1331,11;1,85;2,03;1331,11;16;9,01;1,78;1,78;9,01;Alto risco;2019
411880;1;1E-17;2458;1331,11;1,85;2,03;1331,11;1;0,94;1,06;1,06;0,94;Alto risco;2019
411050;1;1E-17;2458;1331,11;1,85;2,03;1331,11;1;0,99;1,01;1,01;0,99;Alto risco;2019
411150;1;1E-17;2458;1331,11;1,85;2,03;1331,11;5;2,15;2,33;2,33;2,15;Alto risco;2019
421660;1;1E-17;2458;1331,11;1,85;2,03;1331,11;17;16,36;1,04;1,04;16,36;Alto risco;2019
420590;1;1E-17;2458;1331,11;1,85;2,03;1331,11;8;4,59;1,74;1,75;4,59;Alto risco;2019
420370;1;1E-17;2458;1331,11;1,85;2,03;1331,11;2;0,8;2,49;2,49;0,8;Alto risco;2019
410250;1;1E-17;2458;1331,11;1,85;2,03;1331,11;0;0,81;0;0;0,81;Alto risco;2019
420230;1;1E-17;2458;1331,11;1,85;2,03;1331,11;4;4,5;0,89;0,89;4,5;Alto risco;2019
421580;1;1E-17;2458;1331,11;1,85;2,03;1331,11;10;5,52;1,81;1,81;5,52;Alto risco;2019
410990;1;1E-17;2458;1331,11;1,85;2,03;1331,11;1;0,55;1,82;1,83;0,55;Alto risco;2019
420450;1;1E-17;2458;1331,11;1,85;2,03;1331,11;5;1,07;4,68;4,68;1,07;Alto risco;2019
411250;1;1E-17;2458;1331,11;1,85;2,03;1331,11;2;0,79;2,53;2,53;0,79;Alto risco;2019
500060;1;1E-17;2458;1331,11;1,85;2,03;1331,11;8;2,36;3,39;3,39;2,36;Alto risco;2019
352940;2;1E-17;347;1038,37;0,33;0,32;1038,37;14;30,76;0,46;0,45;30,76;Baixo Risco;2019
354330;2;1E-17;347;1038,37;0,33;0,32;1038,37;5;8,28;0,6;0,6;8,28;Baixo Risco;2019
354780;2;1E-17;347;1038,37;0,33;0,32;1038,37;26;48,01;0,54;0,54;48,01;Baixo Risco;2019
354880;2;1E-17;347;1038,37;0,33;0,32;1038,37;8;10,89;0,73;0,73;10,89;Baixo Risco;2019
354410;2;1E-17;347;1038,37;0,33;0,32;1038,37;2;3,28;0,61;0,61;3,28;Baixo Risco;2019
354870;2;1E-17;347;1038,37;0,33;0,32;1038,37;37;55,13;0,67;0,67;55,13;Baixo Risco;2019
351380;2;1E-17;347;1038,37;0,33;0,32;1038,37;6;26,83;0,22;0,22;26,83;Baixo Risco;2019
351570;2;1E-17;347;1038,37;0,33;0,32;1038,37;4;12,09;0,33;0,33;12,09;Baixo Risco;2019
353980;2;1E-17;347;1038,37;0,33;0,32;1038,37;2;7,44;0,27;0,27;7,44;Baixo Risco;2019
355250;2;1E-17;347;1038,37;0,33;0,32;1038,37;13;19,11;0,68;0,68;19,11;Baixo Risco;2019
355030;2;1E-17;347;1038,37;0,33;0,32;1038,37;226;793,74;0,28;0,27;793,74;Baixo Risco;2019
352310;2;1E-17;347;1038,37;0,33;0,32;1038,37;4;22,82;0,18;0,18;22,82;Baixo Risco;2019
330190;3;1E-17;543;1083,28;0,5;0,48;1083,28;12;15,64;0,77;0,77;15,64;Baixo Risco;2019
330575;3;1E-17;543;1083,28;0,5;0,48;1083,28;1;2,28;0,44;0,44;2,28;Baixo Risco;2019
330270;3;1E-17;543;1083,28;0,5;0,48;1083,28;5;11;0,45;0,45;11;Baixo Risco;2019
330250;3;1E-17;543;1083,28;0,5;0,48;1083,28;11;15,66;0,7;0,7;15,66;Baixo Risco;2019
330490;3;1E-17;543;1083,28;0,5;0,48;1083,28;30;71,37;0,42;0,42;71,37;Baixo Risco;2019
330430;3;1E-17;543;1083,28;0,5;0,48;1083,28;2;4,02;0,5;0,5;4,02;Baixo Risco;2019
330185;3;1E-17;543;1083,28;0,5;0,48;1083,28;2;3,9;0,51;0,51;3,9;Baixo Risco;2019
330330;3;1E-17;543;1083,28;0,5;0,48;1083,28;15;34,71;0,43;0,43;34,71;Baixo Risco;2019
330080;3;1E-17;543;1083,28;0,5;0,48;1083,28;7;3,93;1,78;1,78;3,93;Baixo Risco;2019
330580;3;1E-17;543;1083,28;0,5;0,48;1083,28;11;12,03;0,91;0,91;12,03;Baixo Risco;2019
330455;3;1E-17;543;1083,28;0,5;0,48;1083,28;222;440,35;0,5;0,5;440,35;Baixo Risco;2019
330550;3;1E-17;543;1083,28;0,5;0,48;1083,28;4;5,95;0,67;0,67;5,95;Baixo Risco;2019
330390;3;1E-17;543;1083,28;0,5;0,48;1083,28;14;20,25;0,69;0,69;20,25;Baixo Risco;2019
330170;3;1E-17;543;1083,28;0,5;0,48;1083,28;33;58,68;0,56;0,56;58,68;Baixo Risco;2019
330560;3;1E-17;543;1083,28;0,5;0,48;1083,28;0;1,44;0;0;1,44;Baixo Risco;2019
330510;3;1E-17;543;1083,28;0,5;0,48;1083,28;10;30,32;0,33;0,33;30,32;Baixo Risco;2019
330020;3;1E-17;543;1083,28;0,5;0,48;1083,28;9;8,71;1,03;1,03;8,71;Baixo Risco;2019
330045;3;1E-17;543;1083,28;0,5;0,48;1083,28;3;32,56;0,092;0,092;32,56;Baixo Risco;2019
330320;3;1E-17;543;1083,28;0,5;0,48;1083,28;4;10,54;0,38;0,38;10,54;Baixo Risco;2019
330285;3;1E-17;543;1083,28;0,5;0,48;1083,28;5;11,24;0,44;0,44;11,24;Baixo Risco;2019
330350;3;1E-17;543;1083,28;0,5;0,48;1083,28;10;52,42;0,19;0,19;52,42;Baixo Risco;2019
330340;3;1E-17;543;1083,28;0,5;0,48;1083,28;9;12,81;0,7;0,7;12,81;Baixo Risco;2019
330022;3;1E-17;543;1083,28;0,5;0,48;1083,28;2;0,84;2,37;2,37;0,84;Baixo Risco;2019
330187;3;1E-17;543;1083,28;0,5;0,48;1083,28;0;1,9;0;0;1,9;Baixo Risco;2019
330515;3;1E-17;543;1083,28;0,5;0,48;1083,28;1;1,47;0,68;0,68;1,47;Baixo Risco;2019
330385;3;1E-17;543;1083,28;0,5;0,48;1083,28;1;1,83;0,55;0,55;1,83;Baixo Risco;2019
330290;3;1E-17;543;1083,28;0,5;0,48;1083,28;0;1,72;0;0;1,72;Baixo Risco;2019
