LATITUDE,LONGITUDE,TAXA_HABITANTE
-6.342,-36.087,0
-6.376,-37.184,3.65
-5.975,-38.152,0.99
-5.793,-35.329,0.32
-6.718,-37.201,2.85
-6.075,-35.238,0.62
-6.316,-35.714,0.77
-6.449,-36.878,8.48
-6.212,-38.497,2
-5.125,-35.639,0.3
-5.895,-35.763,0.42
-5.799,-36.921,0.29
-5.973,-36.075,0.65
-6.216,-36.684,2.49
-6.417,-35.704,0.54
-5.17,-37.029,0.97
-6.666,-37.397,0.25
-6.11,-37.956,0.91
-5.777,-37.958,1.32
-5.93,-38.045,2.16
-5.622,-35.597,0.24
-6.199,-35.802,0.82
-6.465,-38.18,1.54
-6.148,-36.719,0.52
-6.187,-35.092,0.18
-5.199,-35.461,0.63
-5.867,-37.189,1.57
-5.991,-37.814,0.92
-5.642,-37.258,1.02
-6.326,-38.484,0.77
-6.044,-35.428,1.44
-5.994,-37.944,2.25
-7.512,-37.641,0.42
-7.092,-38.171,1.52
-7.089,-35.635,0.9
-7.071,-35.758,1.63
-6.95,-35.545,0.31
-7.439,-34.914,0.88
-6.729,-38.449,0.38
-7.568,-37.064,1.08
-6.784,-38.087,0.74
-6.853,-35.381,0.39
-6.828,-35.758,1.01
-6.558,-35.742,0.55
-6.963,-35.692,0.37
-7.048,-35.931,1.56
-7.545,-35.708,1.33
-7.074,-36.731,0.64
-6.688,-34.936,1.36
-6.75,-35.633,0.07
-6.72,-36.061,0.6
-7.751,-36.318,1.26
-7.125,-34.932,0.66
-6.747,-35.519,0.53
-6.189,-37.536,0.54
-6.452,-38.551,1.08
-7.414,-38.216,1.79
-7.259,-36.24,1.22
-6.445,-37.929,0.49
-7.313,-38.515,3.12
-7.482,-36.135,0.3
-7.181,-38.149,0.67
-6.349,-37.498,0.31
-6.377,-37.825,0.25
-7.516,-34.908,0.04
-6.981,-34.834,0.93
-6.927,-38.674,0.54
-6.642,-35.79,0.76
-7.211,-37.058,1.29
-6.554,-35.411,0.46
-6.89,-38.562,0.75
-7.103,-35.326,0.75
-7.889,-36.823,1.81
-7.231,-35.881,0.77
-6.916,-35.172,1.19
-6.783,-35.821,0.94
-7.126,-37.609,0.57
-6.344,-37.747,0.66
-7.562,-38.509,0.73
-6.91,-37.601,0.49
-7.26,-34.908,1.03
-7.797,-36.66,1.02
-7.014,-37.946,1
-7.14,-35.086,0.68
-6.868,-36.351,0.18
-6.485,-36.157,1.33
-6.893,-35.523,0.91
-6.915,-35.252,0.62
-6.632,-35.91,0.82
-7.291,-37.094,0.55
-6.738,-37.567,5.66
-7.428,-38.264,1.29
-6.618,-35.632,0.24
-6.685,-35.418,0.53
-7.108,-37.716,3.45
-7.023,-35.86,1.56
-7.355,-35.775,0.81
-6.403,-36.456,1.7
-7.583,-35.791,0.68
-6.855,-35.49,0.64
-7.124,-35.424,0.75
-7.247,-36.489,0.98
-7.501,-38.405,0.98
-7.268,-35.613,0.36
-7.329,-35.333,0.48
-7.304,-38.15,0.31
-6.83,-35.247,0.38
-7.375,-35.628,0.83
-6.554,-37.809,0.26
-7.115,-34.863,0.57
-7.172,-35.583,0.39
-7.068,-36.578,0.34
-7.373,-35.238,1.15
-6.571,-37.916,0.35
-6.673,-35.379,0.24
-7.171,-35.854,1.72
-7.374,-36.946,0.98
-6.9,-34.869,0.51
-6.904,-37.522,0.97
-6.839,-35.126,0.45
-7.706,-38.154,0.67
-7.06,-35.319,0.56
-6.842,-38.347,0.67
-7.2,-35.789,0.92
-6.601,-35.051,0.44
-7.125,-35.767,1.52
-7.267,-37.351,0.51
-7.299,-35.479,0.47
-7.215,-38.586,0
-7.889,-37.12,0.5
-7.024,-35.462,0.47
-7.641,-35.55,0.22
-6.916,-38.325,0.32
-6.455,-36.203,0.91
-6.678,-36.421,2.08
-7.228,-37.751,0.86
-7.62,-37.152,1.68
-7.321,-36.656,3.17
-7.024,-37.28,0.92
-7.427,-38.068,0.97
-7.402,-35.116,0.81
-7.198,-37.929,0.6
-6.555,-36.349,1.36
-7.267,-35.26,1.17
-6.902,-35.623,0.51
-6.844,-35.531,0.68
-6.78,-35.499,0.15
-7.471,-34.809,1.21
-7.077,-36.061,1.18
-6.403,-38.495,1.09
-6.77,-37.802,0.67
-7.691,-37.08,1.9
-7.737,-37.993,0.73
-7.161,-35.961,0.51
-7.358,-35.898,0.63
-7.031,-37.149,2.53
-6.903,-35.834,1.72
-7.142,-35.291,3.4
-6.803,-35.081,0.81
-7.103,-36.845,1.4
-7.357,-35.441,0.17
-7.739,-35.879,3.06
-6.533,-38.062,1.19
-6.72,-38.638,0.19
-7.621,-38.554,1.01
-6.872,-36.919,0.87
-7.555,-38.332,1.05
-7.384,-37.986,0.59
-6.49,-38.476,0.6
-7.114,-34.978,0.65
-7.218,-36.633,2.31
-6.486,-37.451,1.07
-7.636,-36.433,2.13
-6.619,-38.094,2.55
-7.391,-36.533,1.65
-8.079,-36.848,0.54
-6.941,-38.162,2.51
-6.847,-37.326,5.04
-7.121,-38.502,0.37
-7.738,-38.094,1.3
-6.213,-37.352,2.4
-6.776,-36.799,0.78
-7.391,-36.808,0.77
-7.25,-35.21,1.02
-7.095,-35.233,1.17
-6.934,-36.402,0.78
-7.483,-36.665,0.9
-7.178,-35.675,0.24
-6.82,-35.633,0.41
-6.778,-35.697,1
-7.057,-36.363,1.04
-6.761,-38.231,0.97
-6.488,-35.637,0.43
-7.207,-36.827,0.61
-7.636,-37.878,0.64
-7.223,-37.254,0.15
-6.579,-38.597,0.58
-6.518,-38.412,0.19
-7.696,-35.664,0.37
-6.772,-36.992,4.7
-6.507,-38.256,1.82
-7.912,-34.903,0.33
-7.751,-37.639,0.62
-8.515,-41.005,0.89
-8.458,-35.945,0.72
-8.707,-35.531,0.36
-9.111,-37.123,0.67
-8.466,-36.776,1.19
-7.603,-35.231,0.26
-8.49,-36.059,1.45
-8.383,-35.453,1.03
-8.89,-36.286,0.18
-7.576,-40.498,1.4
-8.419,-37.054,0.63
-8.42,-35.658,0.26
-8.818,-35.186,0.97
-8.614,-35.809,1.42
-8.758,-38.964,1.13
-8.336,-36.424,0.73
-8.276,-38.034,0.12
-8.233,-35.797,0.81
-7.778,-39.941,0.79
-9.17,-36.68,0.88
-7.796,-35.587,0.38
-8.47,-35.729,0.62
-9.03,-36.569,2.48
-7.349,-37.286,0.67
-8.146,-36.371,0.47
-7.726,-35.327,0.47
-8.623,-37.156,0.59
-8.287,-35.035,0.36
-8.512,-39.307,1.17
-8.486,-36.233,1.12
-8.773,-36.623,0.5
-8.742,-36.334,0.22
-7.941,-38.15,3.59
-8.022,-34.981,0.35
-8.359,-35.762,0.55
-7.407,-35.274,0
-8.882,-36.191,0.75
-8.735,-36.627,0.99
-7.805,-37.794,0.73
-8.322,-38.744,0.99
-7.851,-35.255,0.6
-8.283,-35.976,0.83
-7.741,-35.721,0.23
-8.667,-35.717,1.03
-8.238,-35.462,1.82
-7.586,-35.106,0.16
-9.129,-36.33,0.73
-8.006,-35.697,0.7
-8.617,-35.95,0.49
-8.088,-37.643,1.42
-8.447,-40.771,1.29
-8.359,-35.224,0.27
-7.512,-39.724,0.1
-7.951,-35.389,0.43
-7.448,-35.244,0.58
-7.866,-37.975,1.18
-8.601,-38.568,2.16
-7.94,-35.912,0.33
-8.584,-35.387,0.55
-8.89,-36.493,0.71
-8.002,-35.293,0.66
-7.561,-35.003,0.31
-7.716,-39.615,1.67
-8.201,-35.565,0.78
-9.046,-36.846,0.52
-8.541,-37.69,0.87
-8.581,-36.179,1.24
-7.834,-34.906,0.24
-7.835,-37.515,0.59
-8.399,-35.064,0.41
-7.652,-40.149,1.48
-8.834,-38.704,1.01
-8.948,-37.423,0.49
-7.748,-34.826,0.35
-7.41,-35.113,0.47
-7.378,-37.19,1.22
-7.776,-34.892,0.33
-8.113,-35.015,0.43
-8.727,-35.793,0.29
-7.99,-36.496,0.56
-7.856,-35.588,0.99
-8.624,-35.533,0.64
-8.706,-36.489,0.19
-8.712,-36.415,0.34
-8.718,-36.136,0.71
-7.845,-35.32,0.59
-7.936,-35.29,0.63
-9.127,-36.459,0.6
-8.658,-35.9,0.62
-8.997,-40.272,0.65
-8.664,-36.32,0.98
-7.875,-35.45,1.01
-7.555,-35.453,1.25
-7.686,-35.515,0.87
-8.964,-37.628,0.51
-8.803,-35.829,0.37
-8.119,-38.728,0.76
-8.119,-35.092,0.1
-7.742,-35.228,0.37
-8.009,-34.855,0.52
-7.745,-35.602,0.65
-8.62,-39.602,0.18
-7.883,-40.082,0.44
-8.683,-35.592,0.65
-9.004,-36.326,0.2
-8.664,-36.006,0.71
-8.921,-36.658,0.82
-8.091,-39.578,2.51
-7.995,-35.581,0.15
-7.897,-35.18,0.27
-7.941,-34.873,0.38
-8.497,-36.941,0.17
-8.358,-36.696,0.86
-9.069,-38.303,1.63
-9.393,-40.508,0.73
-8.186,-36.705,0.42
-8.141,-35.396,0.71
-8.331,-35.354,0.87
-8.828,-36.012,0.21
-8.054,-34.881,0.48
-8.134,-35.856,0.4
-8.514,-35.378,0.57
-8.328,-35.706,0.43
-7.936,-35.633,0.14
-8.067,-39.12,0.56
-8.976,-36.688,0.05
-8.361,-36.566,0.38
-8.24,-40.336,1
-7.821,-38.153,2.19
-7.957,-36.205,0.55
-8.163,-40.616,1.5
-8.809,-39.825,1.8
-7.84,-35.902,0.96
-8.808,-35.952,1.06
-8.523,-36.444,0.55
-8.326,-36.143,1.04
-8.876,-36.367,0.62
-8.432,-35.804,0.77
-8.898,-35.148,0.2
-7.861,-38.76,1.86
-7.479,-37.274,1.18
-8.002,-35.018,0.29
-7.591,-35.491,1.47
-7.986,-38.296,1.06
-7.933,-39.296,0.28
-8.074,-37.264,0.4
-8.591,-35.116,0.02
-7.631,-39.551,2.02
-7.6,-37.652,2.14
-7.832,-35.756,0.99
-7.591,-37.539,0.48
-8.316,-36.293,1.9
-9.106,-38.15,0
-8.76,-35.105,0.23
-7.903,-36.044,0.73
-9.056,-36.623,2.13
-8.23,-39.376,1.27
-7.505,-35.318,1.12
-7.999,-36.051,0.15
-7.805,-35.24,0.35
-7.762,-40.268,0.53
-7.838,-38.102,1.32
-8.753,-37.34,0.6
-8.575,-36.874,1.61
-7.926,-38.972,1.46
-7.903,-35.988,0.27
-7.657,-35.327,0.4
-8.118,-35.291,0.85
-8.802,-35.627,0.32
-9.262,-37.938,0.29
-9.684,-36.304,0.5
-9.752,-36.661,0.98
-9.502,-36.023,0.27
-9.405,-35.507,0.24
-9.678,-37.125,0.23
-9.641,-36.22,0.25
-9.246,-36.015,0
-9.4,-36.99,0.12
-9.397,-36.154,0.52
-9.782,-36.351,0.01
-9.958,-36.792,0.52
-9.127,-37.605,1.28
-9.408,-36.074,0.2
-9.483,-37.377,1.12
-9.255,-36.296,0.99
-9.632,-36.579,0.28
-8.909,-35.725,1.12
-9.638,-35.803,0.27
-10.126,-36.176,0.64
-9.618,-36.768,0.5
-9.386,-37.996,0.33
-9.393,-37.101,1.09
-9.39,-36.76,1.24
-9.9,-36.678,0.4
-9.273,-35.715,0.34
-9.884,-36.829,0.79
-8.973,-35.939,0.28
-9.537,-36.634,1.1
-10.125,-36.662,0.11
-9.219,-37.754,0.21
-8.842,-35.46,2.12
-9.088,-35.258,0.68
-9.133,-35.748,0.11
-8.935,-35.574,0.31
-9.925,-36.476,0.94
-9.83,-36.738,0.46
-9.666,-35.735,0.65
-9.532,-36.985,0.63
-9.236,-37.35,0.65
-9.71,-35.895,1.23
-9.577,-36.305,0.84
-9.118,-37.734,0.22
-9.152,-35.533,0.31
-9.383,-35.842,0.14
-9.305,-36.865,0.37
-9.307,-35.943,0.93
-9.536,-37.294,0.38
-9.501,-37.832,0.39
-10.058,-36.817,2.02
-9.519,-37.191,0.46
-9.167,-37.357,1.46
-9.407,-36.628,0.87
-9.748,-37.437,0.31
-9.254,-38.006,0.57
-9.465,-35.552,0.19
-9.238,-35.493,0.3
-9.366,-36.37,0.49
-10.29,-36.586,0.57
-10.406,-36.434,0.66
-9.597,-35.957,0.88
-9.313,-37.286,0.48
-9.045,-35.398,0.81
-10.186,-36.84,0.12
-9.319,-36.471,0.6
-9.478,-35.853,0.38
-9.833,-35.978,0.25
-9.378,-37.245,0.96
-10.128,-36.901,1.21
-9.01,-36.058,0.51
-9.558,-37.381,0.55
-9.318,-35.561,0.75
-9.781,-36.094,0.69
-9.266,-35.373,0.71
-9.934,-36.554,0.5
-9.563,-35.824,0.51
-9.354,-37.507,3.21
-9.532,-36.433,0.87
-9.645,-36.497,1.13
-9.905,-36.353,0.4
-9.971,-37.003,0.65
-9.163,-36.032,0.49
-9.371,-36.241,0.55
-10.281,-37.019,0.89
-10.911,-37.072,0.97
-11.262,-37.62,0.89
-10.758,-37.315,1.49
-10.909,-37.039,0.26
-11.147,-37.621,1.05
-10.429,-36.466,1.25
-10.733,-37.493,0.57
-10.138,-36.985,1.82
-9.642,-37.788,1.5
-10.503,-37.053,0.87
-10.361,-37.701,0.46
-10.648,-36.989,1.27
-10.252,-36.884,0.63
-11.476,-37.755,0.17
-10.355,-37.183,0
-10.689,-37.148,1.44
-11.268,-37.438,0.56
-10.549,-37.534,1.13
-9.968,-37.083,0.1
-10.227,-37.198,1.27
-10.436,-36.54,0.3
-11.519,-37.512,0.22
-10.685,-37.425,1.47
-11.274,-37.79,0.34
-10.126,-37.103,0.29
-10.998,-37.311,0.55
-10.593,-36.94,1.38
-10.347,-36.801,0.4
-10.917,-37.65,1.02
-10.806,-37.17,1.1
-10.666,-37.541,2.47
-10.349,-36.924,1.48
-10.658,-37.305,2.01
-10.738,-37.082,0.42
-10.578,-37.343,0.71
-10.027,-37.562,0.34
-10.427,-36.959,2.18
-10.32,-36.579,1.02
-10.443,-37.489,0.37
-10.218,-37.42,1.68
-10.492,-37.193,1.12
-10.855,-37.126,0.97
-10.453,-36.651,0.25
-10.617,-37.687,0.95
-11.192,-37.674,0.9
-10.567,-37.723,0.34
-9.806,-37.685,1.01
-10.708,-38.183,1.5
-9.917,-37.278,0.99
-10.211,-36.84,0.67
-11.069,-37.725,0.84
-10.728,-37.187,0.97
-10.696,-37.031,0.54
-11.032,-37.475,0.63
-11.351,-37.448,0.46
-10.291,-36.608,0.78
-10.789,-37.054,0.83
-11.015,-37.206,1.32
-10.791,-37.568,1.69
-10.333,-36.888,4.37
-10.388,-37.381,2.36
-10.738,-37.811,1.54
-10.604,-37.113,4.07
-10.208,-36.884,3.68
-11.184,-37.998,0.96
-11.373,-37.841,0.36
-11.383,-37.658,0.56
-13.25,-41.664,0.8
-8.721,-39.115,0.72
-11.662,-38.017,0.23
-10.533,-38.1,0.18
-11.867,-38.767,0.62
-13.418,-42.14,1.24
-14.129,-39.888,1.29
-12.136,-38.419,0.67
-17.519,-39.196,0.38
-14.705,-39.637,0.98
-13.03,-39.605,0.41
-12.409,-38.759,0.47
-11.455,-41.436,1.73
-14.612,-41.136,0.2
-12.807,-41.331,0.74
-10.345,-39.833,0.94
-12.007,-44.694,0.16
-12.151,-39.246,0.22
-12.435,-39.12,0.26
-10.573,-40.274,0.3
-11.66,-38.081,1.73
-13.856,-39.744,0.85
-14.428,-41.462,0.91
-12.22,-38.203,0.22
-11.333,-38.967,0.13
-12.082,-38.499,0.5
-15.263,-39.414,0.48
-13.079,-39.002,0.28
-14.317,-39.327,0.11
-10.577,-38.615,0.22
-11.089,-43.142,0.77
-13.626,-41.327,1.12
-14.881,-40.579,0.65
-11.81,-42.059,0.67
-14.211,-39.602,0.44
-12.153,-44.99,0.19
-11.761,-41.912,0.92
-11.529,-39.078,0.22
-14.81,-39.471,0.48
-15.863,-38.883,0.37
-15.038,-41.26,0.35
-14.363,-40.208,0.84
-12.66,-40.609,0.92
-13.255,-43.418,0.17
-14.372,-40.504,0.89
-12.702,-41.828,0.9
-11.966,-41.267,0.47
-13.382,-42.523,0.24
-13.104,-39.796,0.33
-11.999,-42.626,0.81
-14.204,-41.665,1.24
-14.959,-39.3,0.66
-10.708,-43.631,0.86
-12.536,-39.191,0.24
-12.618,-38.956,0.42
-11.091,-40.435,0.19
-14.338,-40.91,0.51
-14.069,-42.475,1.04
-11.694,-41.468,1.06
-13.487,-39.044,0.69
-11.02,-40.303,0.48
-15.419,-39.496,0.97
-12.698,-38.324,0.31
-13.945,-39.104,0.27
-9.516,-43.011,0.49
-10.509,-40.321,0.3
-13.07,-44.202,0.83
-11.685,-41.769,1.29
-15.675,-38.947,0.25
-11.808,-39.119,0.28
-12.668,-38.551,0.11
-14.411,-42.867,1.98
-15.505,-41.239,0.11
-10.671,-39.498,0.49
-9.964,-39.164,0.14
-11.668,-39.838,0.54
-11.381,-40.013,0.49
-14.6,-41.335,0.77
-17.732,-39.266,0.19
-11.942,-37.949,1.35
-14.305,-43.765,0.21
-9.162,-40.971,0.84
-12.766,-39.428,0.97
-12.353,-38.379,0.52
-11.136,-42.113,1
-8.98,-39.094,0.39
-10.6,-38.383,1.32
-11.1,-38.517,0.11
-14.641,-39.551,0.78
-14.184,-44.534,0.12
-12.506,-38.999,0.35
-12.809,-39.164,0.5
-11.564,-39.283,0.43
-12.327,-38.765,0.14
-11.814,-37.611,0.32
-14.895,-41.969,0.65
-13.763,-41.041,1.11
-12.233,-38.75,1.03
-15.039,-41.935,0.84
-13.829,-44.454,0.48
-10.284,-37.926,0.89
-13.343,-44.637,0.42
-12.028,-44.258,0.47
-13.359,-39.815,0.7
-11.511,-38.15,0.78
-12.234,-44.421,0.48
-12.67,-39.102,0.7
-8.992,-39.908,0.89
-14.436,-39.908,0.99
-12.613,-38.297,0.3
-12.905,-39.193,0.83
-15.531,-40.909,0.93
-11.942,-38.084,0.47
-11.796,-37.945,0.81
-10.508,-39.014,0.23
-16.378,-39.58,0.37
-10.6,-38.217,0.36
-12.267,-38.967,0.37
-10.741,-40.133,0.12
-14.985,-39.924,0.2
-14.86,-39.66,0.34
-13.744,-39.487,0.5
-11.471,-39.784,0.77
-11.429,-42.506,1.57
-9.339,-38.257,0.31
-14.322,-39.465,0.73
-12.602,-39.043,0.25
-14.547,-41.94,0.27
-14.223,-42.781,1.14
-16.584,-39.783,0.4
-10.683,-38.286,0.46
-12.767,-40.212,0.22
-14.259,-42.257,0.79
-14.865,-39.588,1.03
-13.411,-41.285,0.88
-14.842,-39.987,1.01
-11.641,-42.011,0.79
-12.882,-42.486,0.86
-14.164,-39.374,0.91
-17.688,-40.109,0.24
-12.652,-42.218,0.8
-11.547,-41.978,0.97
-12.185,-43.221,0.46
-11.749,-39.192,0.35
-13.773,-42.714,0.49
-14.756,-40.089,0.43
-14.789,-39.049,0.58
-11.784,-38.353,0.82
-14.137,-39.734,0.65
-12.158,-39.737,0.39
-11.82,-42.614,1.94
-13.251,-40.084,1.04
-13.286,-40.951,1.21
-12.249,-41.619,0.29
-12.05,-38.767,0.32
-11.304,-41.856,1.1
-16.575,-39.553,0.41
-12.528,-40.307,0.69
-14.786,-39.28,0.53
-14.278,-38.997,0.47
-12.986,-40.973,0.83
-14.163,-40.006,0.44
-14.284,-39.843,0.3
-16.087,-39.614,0.42
-11.012,-42.399,0.37
-15.143,-39.724,0.99
-14.678,-39.375,0.31
-17.039,-39.531,0.56
-13.778,-39.684,0.9
-15.245,-40.624,0.47
-12.263,-38.042,0.28
-17.166,-40.33,0.8
-12.888,-38.679,0.9
-14.898,-39.421,1.44
-15.249,-40.248,0.55
-11.317,-38.233,0.64
-13.451,-39.941,0.82
-15.66,-40.066,0.32
-12.712,-39.698,0.27
-13.532,-40.15,0.58
-10.691,-39.853,0.84
-15.117,-40.07,0.69
-13.813,-41.297,0.99
-13.732,-39.149,0.05
-14.414,-43.554,0.2
-13.619,-44.433,0.3
-14.85,-42.433,0.66
-11.181,-40.518,0.23
-13.531,-39.971,1.19
-10.26,-40.196,0.71
-13.113,-38.896,0.56
-11.564,-37.784,0.38
-13.858,-40.084,0.73
-10.067,-38.35,0.64
-13.257,-39.572,0.7
-14.019,-39.889,0.34
-11.35,-41.664,0.48
-9.414,-40.503,0.49
-11.047,-41.969,1.42
-15.191,-39.495,0.65
-13.517,-41.593,0.76
-14.035,-42.142,0.41
-13.182,-39.425,0.14
-17.614,-40.345,1.89
-12.356,-40.906,0.85
-13.475,-40.224,1.28
-11.383,-41.832,0.91
-12.894,-38.327,0.38
-12.563,-41.39,0.62
-13.643,-41.841,1.01
-12.092,-45.805,0.22
-12.136,-40.36,0.69
-15.568,-40.423,0.23
-13.019,-42.699,1.37
-9.168,-39.058,0.53
-12.741,-38.621,0.63
-14.663,-41.492,1.4
-15.621,-40.266,1.32
-11.711,-40.149,0.77
-14.336,-43.774,0.96
-14.388,-41.879,0.54
-14.145,-40.243,1.08
-13.441,-40.431,1.45
-12.778,-38.919,0.44
-14.103,-39.015,0.33
-13.003,-40.531,0.48
-15.563,-39.303,0.51
-12.53,-38.299,0.48
-13.909,-42.849,2.14
-11.429,-40.595,0.13
-14.242,-40.773,0.71
-10.438,-39.333,0.47
-11.559,-43.281,0.76
-11.55,-41.156,0.33
-15.023,-42.368,1.91
-13.005,-41.371,0.53
-18.086,-39.551,0.33
-11.966,-41.639,1.04
-11.859,-40.472,0.28
-12.065,-43.549,0.15
-12.626,-38.99,0.26
-13.229,-39.505,0.4
-13.035,-39.014,0.52
-13.599,-39.107,1.11
-14.794,-40.142,0.47
-11.606,-39.631,0
-13.81,-39.626,0.6
-13.027,-40.069,0.22
-12.819,-41.071,0.64
-11.233,-38.483,1.07
-17.892,-39.372,0.32
-12.808,-42.168,0
-10.317,-38.406,0.29
-11.367,-38.333,0.65
-12.317,-42.896,0.58
-12.017,-38.617,0.94
-10.97,-41.083,0.55
-14.267,-43.162,1.96
-13.443,-42.239,0.48
-12.691,-43.184,0.23
-10.688,-37.862,1.64
-15.464,-39.651,0.24
-9.408,-38.222,0.77
-12.15,-38.65,0.77
-10.014,-37.894,0.1
-13.152,-41.773,1.06
-14.493,-42.687,1.06
-13.762,-39.379,2.26
-14.94,-41.72,0.75
-13.259,-40.369,0.31
-14.67,-40.471,1.3
-14.53,-40.365,0.44
-12.431,-38.328,1.26
-10.862,-40.134,0.29
-16.45,-39.065,0.51
-15.595,-39.877,0.92
-17.341,-39.221,0.37
-11.296,-41.987,1.54
-14.689,-41.678,0.25
-13.449,-39.42,0.66
-10.978,-39.624,0.03
-10.753,-39.21,0.08
-11.412,-40.128,0.26
-12.408,-39.501,0.42
-9.622,-42.081,1.49
-11.81,-39.382,0.27
-13.609,-42.939,0.38
-11.047,-38.433,0.54
-10.834,-38.536,0.58
-15.459,-40.739,2.95
-13.579,-41.811,0.42
-14.411,-42.076,1.01
-13.128,-42.292,0.14
-11.485,-37.933,0.66
-8.851,-38.756,1.28
-12.284,-40.494,0.58
-12.871,-38.764,1.36
-12.971,-38.511,0.27
-11.958,-38.975,0.43
-9.736,-38.126,0.55
-16.278,-39.025,0.33
-13.292,-39.819,1.47
-11.256,-39.375,0.57
-13.398,-44.198,0.88
-12.983,-44.051,0.46
-12.017,-38.867,0.16
-11.009,-44.519,0.2
-12.547,-38.712,0.33
-12.969,-39.261,0.38
-12.43,-39.251,0.68
-11.503,-39.542,0.59
-12.605,-38.972,0.2
-13.402,-44.195,0.7
-12.847,-39.089,0.76
-12.628,-38.68,0.42
-11.229,-41.912,0.69
-12.433,-38.967,0.33
-15.084,-39.339,0.34
-13.048,-39.456,1.36
-12.513,-38.495,0.29
-12.728,-39.182,0.63
-11.6,-38.6,0.7
-10.941,-40.418,0.62
-12.419,-41.77,0.76
-14.573,-42.94,2.06
-10.463,-40.191,0.65
-13.572,-43.598,0.38
-9.746,-41.885,0.78
-12.761,-43.95,0.36
-12.16,-39.332,0.15
-11.664,-39.008,0.39
-11.416,-40.302,0.28
-12.784,-38.404,0.33
-10.35,-38.217,0.62
-9.455,-40.823,0.87
-12.089,-41.638,0.29
-12.706,-44.007,0.5
-14.021,-41.248,1.04
-13.546,-42.491,0.61
-13.538,-39.099,0.74
-11.847,-40.791,0.54
-17.535,-39.742,0.56
-12.303,-38.643,0.63
-11.489,-38.998,1.57
-13.602,-39.491,0.19
-12.392,-38.625,0.76
-14.976,-41.411,0.19
-10.963,-38.787,0.28
-9.842,-39.482,0.49
-13.268,-39.663,0.29
-14.313,-39.323,0.58
-14.214,-39.523,0.17
-11.337,-42.133,1.26
-10.733,-41.326,0.4
-14.771,-42.655,1.66
-14.593,-39.284,0.49
-12.082,-41.094,1.35
-13.37,-39.073,0.66
-11.412,-39.462,0.14
-11.607,-40.137,0.55
-11.259,-40.942,0.18
-12.96,-38.609,0.66
-17.223,-40.09,1.03
-14.866,-40.839,0.7
-12.287,-41.168,0.38
-12.12,-43.888,0.23
-13.687,-39.479,0.66
-10.822,-42.731,0.27
-18.486,-47.403,1.56
-19.16,-45.446,1.88
-20.301,-42.478,0.76
-19.073,-42.546,0.63
-17.996,-42.389,0.19
-20.056,-48.109,1.85
-17.082,-40.936,0.12
-15.747,-41.46,0.32
-19.496,-41.064,0.42
-21.976,-44.603,1.31
-22.201,-46.616,2.43
-21.888,-42.704,0.43
-21.429,-45.947,1.4
-16.184,-40.694,0.26
-20.864,-46.388,0.57
-21.249,-46.143,2.59
-20.434,-41.868,2.91
-21.026,-43.411,1.63
-19.417,-41.729,1.43
-20.107,-43.049,0.48
-18.736,-43.365,1.81
-20.507,-42.803,1.01
-22.068,-46.569,2.45
-15.966,-41.498,0.76
-21.74,-44.309,2.08
-21.318,-43.747,1.04
-19.653,-42.872,1.48
-21.343,-43.378,1.89
-16.85,-42.07,0.75
-18.649,-48.187,1.29
-21.911,-44.256,1.36
-20.667,-42.521,0.83
-18.437,-49.187,1.08
-19.034,-46.156,0.96
-19.948,-45.166,1.62
-19.593,-46.941,2.17
-21.364,-46.94,2.74
-20.282,-45.539,1.36
-21.359,-46.146,2.01
-21.61,-42.836,1.24
-17.867,-42.557,2.06
-15.917,-46.106,2.1
-21.315,-42.862,0.41
-18.044,-41.11,0.31
-18.109,-44.267,2.02
-21.959,-44.89,1
-19.288,-43.957,0.87
-20.006,-45.977,2.15
-15.885,-40.559,0.74
-21.728,-46.386,1.59
-19.946,-43.487,0.77
-21.245,-42.238,1.2
-21.226,-43.774,1.55
-20.283,-43.041,0.83
-21.187,-43.976,1.74
-19.83,-43.091,0.29
-21.949,-43.415,3.43
-19.817,-43.956,0.9
-19.22,-42.484,0.28
-20.408,-44.024,1.04
-16.952,-42.466,1.52
-15.613,-41.745,0.62
-19.968,-44.198,0.81
-21.606,-43.757,2.79
-21.725,-43.059,0.61
-18.783,-45.502,1.52
-21.09,-45.566,2.35
-22.168,-44.395,2.07
-17.108,-43.815,1.25
-19.736,-45.252,0.88
-21.947,-44.191,1.57
-21.017,-46.523,2.31
-19.704,-43.474,1.89
-19.829,-42.316,0.67
-22.471,-46.145,1.52
-21.033,-44.758,0.9
-20.327,-44.239,0.93
-16.567,-45.99,3.54
-15.323,-44.754,0.33
-21.633,-46.395,0.47
-16.872,-43.011,1.63
-17.01,-46.009,0.98
-16.208,-44.429,0.74
-20.921,-43.242,1.51
-19.056,-42.716,0.69
-22.474,-45.608,0.76
-20.143,-44.2,1
-22.441,-46.351,1.02
-17.873,-44.18,1.46
-19.407,-42.265,0.66
-15.618,-46.423,1.84
-17.351,-44.962,0.47
-16.03,-47.091,1.23
-21.472,-46.396,1.81
-19.525,-44.454,1.72
-19.88,-43.67,0.47
-20.696,-41.925,0.3
-21.924,-46.386,2.53
-22.755,-46.145,1.67
-22.612,-46.058,0.64
-21.852,-45.296,1.23
-18.239,-41.748,0.5
-21.836,-45.401,0.91
-21.711,-46.246,2.04
-19.536,-49.486,1.16
-20.897,-45.277,1.11
-21.107,-45.83,2.76
-19.761,-48.572,0.75
-19.696,-46.171,1.36
