LATITUDE,LONGITUDE,TAXA_HABITANTE
-21.235,-45.759,1.58
-20.686,-42.62,2.71
-18.725,-49.204,0.96
-21.021,-45.182,3.2
-20.767,-45.276,1.06
-20.521,-41.907,1.42
-20.923,-43.618,2.26
-17.691,-42.516,0.18
-20.616,-47.054,1.43
-19.549,-44.117,0.33
-18.682,-49.57,0.71
-16.324,-43.711,0.17
-20.615,-46.05,0.65
-17.189,-41.695,1.47
-20.954,-43.806,1.38
-20.733,-42.029,0.14
-19.79,-42.139,1.09
-17.527,-43.016,0.88
-22.043,-45.699,1.68
-17.703,-40.766,0.67
-21.461,-45.224,0.6
-20.558,-44.871,1.53
-22.122,-45.129,0.72
-20.184,-44.771,2.24
-19.001,-46.316,2.15
-20.972,-46.119,0.71
-20.541,-44.635,2.51
-19.698,-50.688,2.63
-21.488,-44.643,1.91
-22.001,-44.461,2.59
-20.793,-43.93,1.33
-18.576,-47.877,1.42
-20.583,-46.922,1.57
-21.389,-42.697,0.57
-20.075,-43.408,0.76
-20.69,-43.498,3.27
-17.312,-41.517,1.14
-15.358,-42.963,1.34
-21.977,-44.933,0.93
-19.148,-45.711,2.19
-18.762,-41.306,0.47
-18.584,-49.199,1.98
-20.044,-41.688,1.36
-15.306,-45.618,0.48
-22.003,-43.058,1.3
-20.905,-43.366,0.62
-20.399,-47.267,0.84
-17.08,-44.209,1.14
-20.443,-44.766,1.86
-20.857,-42.803,1.8
-18.234,-42.84,0.51
-19.698,-49.081,0.35
-16.296,-41.793,0.66
-21.094,-46.204,0.96
-22.16,-45.455,1.15
-19.915,-48.388,1.37
-19.928,-41.694,1.8
-19.037,-43.425,0.48
-19.753,-44.897,0.76
-21.881,-45.085,2.4
-22.413,-45.798,1.02
-15.294,-44.418,0.54
-19.633,-43.983,0.69
-22.153,-46.039,2.14
-20.5,-43.858,1.44
-19.937,-47.542,1.08
-20.66,-43.786,1.15
-19.172,-41.472,0.48
-19.932,-44.054,0.7
-21.189,-45.441,1.47
-16.685,-44.365,1.77
-19.125,-44.321,0.36
-21.793,-45.701,5.14
-18.381,-44.456,1.52
-18.622,-42.286,0.28
-18.473,-47.2,1.26
-19.519,-42.629,0.9
-16.619,-42.182,1.92
-21.024,-44.223,1.14
-22.63,-46.02,2.62
-20.449,-45.555,2.63
-19.832,-42.396,0.92
-18.071,-43.471,0.61
-17.237,-40.912,0.24
-20.876,-45.519,2.6
-20.832,-43.806,0.44
-22.212,-45.264,0.87
-20.384,-44.337,1.46
-18.946,-46.674,3.83
-21.839,-44.808,1.42
-18.969,-41.099,0.48
-15.938,-41.844,0.65
-18.756,-44.431,1.4
-18.446,-43.656,2.46
-22.509,-45.28,1.01
-20.344,-46.854,1.13
-19.977,-47.771,2.35
-21.46,-42.968,0.73
-20.66,-44.333,1.43
-21.147,-43.518,5.76
-18.249,-43.6,1.54
-20.488,-43.198,1.31
-19.843,-42.777,0.25
-20.99,-43.004,2.29
-20.614,-42.149,1.07
-18.804,-42.598,0.42
-20.139,-44.884,1.36
-15.726,-41.345,0.67
-21.511,-46.196,2.06
-16.652,-46.271,1.95
-19.374,-42.106,1.2
-18.967,-43.256,0.76
-20.16,-42.968,0.77
-21.109,-44.023,1.07
-19.058,-42.929,0.55
-19.463,-45.602,2.27
-20.976,-43.189,3.19
-20.203,-41.798,0.95
-21.61,-45.565,1.12
-19.219,-42.046,0.61
-17.28,-43.95,0.49
-19.625,-42.231,0.53
-20.671,-44.066,0.99
-20.84,-42.657,1.8
-19.763,-44.314,0.6
-20.65,-41.907,1.3
-14.926,-42.819,1.89
-22.463,-46.017,0.2
-19.522,-45.788,1.05
-18.746,-47.693,1.94
-22.855,-46.318,1.05
-18.077,-43.247,1.66
-18.004,-43.391,2.42
-18.758,-44.899,0.24
-19.232,-43.023,0.67
-20.726,-42.279,0.44
-19.889,-44.433,1.18
-20.464,-45.426,2.01
-14.947,-46.232,3.52
-20.849,-46.718,2.94
-19.561,-44.447,1.5
-16.993,-42.352,0.95
-16.476,-43.488,0.42
-17.96,-42.009,0.47
-18.066,-41.429,1.3
-18.168,-42.766,0.65
-20.268,-49.199,0.83
-16.131,-42.533,2.51
-20.025,-48.941,2.31
-19.368,-44.056,2.75
-18.999,-41.538,1.58
-15.082,-43.124,2.29
-18.982,-41.223,0.67
-21.537,-43.202,1.93
-18.822,-42.479,1.16
-18.454,-43.741,0.92
-18.851,-41.949,0.57
-16.559,-42.89,0.15
-18.494,-47.722,2.92
-18.775,-42.933,1.45
-20.762,-45.918,1.16
-20.571,-43.008,0.8
-17.014,-43.673,0.14
-21.299,-46.803,3.06
-21.352,-43.047,0.61
-17.771,-47.098,1.52
-21.305,-46.713,1.76
-18.844,-46.793,2.52
-21.008,-42.718,0.45
-19.213,-49.786,0.62
-22.067,-45.542,1.13
-19.437,-42.218,0.47
-21.43,-43.963,2.76
-19.478,-46.539,2.86
-16.861,-44.914,0.54
-15.664,-44.164,1.87
-20.462,-47.122,0.21
-20.022,-44.059,0.69
-20.07,-44.302,0.44
-19.955,-44.709,0.25
-20.174,-45.711,1.4
-21.17,-44.925,0.45
-20.936,-45.833,2.06
-22.317,-46.328,1.03
-15.492,-42.197,0.4
-19.039,-47.917,0.74
-21.401,-44.917,2.42
-19.549,-42.12,1.03
-19.491,-44.39,1.13
-18.729,-44.361,1.05
-19.414,-42.419,0.59
-19.801,-41.713,1.16
-19.468,-42.537,0.63
-18.692,-49.943,0.91
-22.099,-46.19,2.13
-18.984,-47.461,2.07
-19.619,-43.227,1.45
-18.566,-41.233,0.28
-20.253,-43.801,0.37
-17.065,-43.309,0.39
-15.102,-44.092,1.47
-20.392,-44.488,3.15
-17.402,-41.669,1.1
-22.426,-45.453,0.58
-17.857,-42.859,0.95
-21.416,-42.818,0.89
-18.031,-41.685,0.75
-21.078,-47.048,1.81
-22.284,-44.87,2.37
-22.296,-44.935,0.1
-19.172,-41.865,0.77
-16.562,-41.503,0.35
-19.909,-49.381,1.01
-20.473,-45.126,1.88
-22.768,-46.221,1.01
-20.197,-44.421,2.01
-20.739,-46.752,0.29
-20.075,-44.576,1.87
-18.969,-49.465,1.22
-19.728,-50.196,1.69
-21.298,-44.658,1.5
-19.514,-43.745,0.56
-16.144,-40.293,0.82
-21.017,-46.741,0.44
-22.286,-46.612,0.84
-15.338,-43.674,1.62
-15.803,-43.309,0.63
-15.488,-44.362,0.65
-20.141,-45.503,3.05
-15.995,-44.27,1.98
-20.535,-43.983,1.68
-20.456,-42.666,0.8
-17.236,-44.446,0.92
-19.236,-44.028,0.71
-21.998,-45.291,2.57
-16.654,-41.031,0.37
-19.172,-42.679,2.5
-19.81,-43.174,0.48
-17.743,-46.173,1.16
-17.758,-44.172,1.2
-15.9,-40.178,0.28
-16.907,-42.604,0.41
-16.547,-42.515,1.1
-19.69,-43.58,1.14
-19.952,-44.343,0.43
-21.764,-43.35,0.9
-21.253,-46.577,3.72
-17.632,-41.738,1.35
-18.178,-46.808,1.84
-20.023,-45.544,2.06
-16.983,-44.582,0.68
-20.914,-44.078,3.16
-18.779,-46.408,2.69
-17.835,-46.514,2.05
-19.627,-43.89,0.42
-20.151,-41.623,0.47
-21.976,-45.35,1.23
-20.79,-43.474,2.91
-21.374,-42.477,1.82
-17.887,-44.578,1.7
-21.245,-45,1.1
-21.532,-42.643,0.38
-21.843,-43.793,1.11
-19.551,-50.581,1.45
-15.903,-44.305,0.78
-20.44,-42.103,2.51
-21.511,-44.903,0.68
-19.801,-45.686,1.07
-17.077,-40.716,0.51
-21.675,-45.92,0.5
-21.483,-44.33,1.64
-17.842,-42.077,1.09
-15.05,-42.949,4.38
-14.756,-43.932,0.46
-20.258,-42.034,0.76
-20.358,-41.958,0.46
-18.782,-40.98,0.12
-19.516,-44.676,0.59
-21.867,-43.01,0.24
-22.308,-45.375,0.3
-20.378,-43.416,0.78
-20.056,-44.188,1.21
-19.332,-45.237,3.87
-20.257,-41.877,3.07
-15.686,-40.741,0.54
-19.986,-44.428,1.63
-21.869,-43.319,1
-14.855,-43.922,0.77
-20.284,-42.341,0.58
-15.397,-42.866,0.57
-19.558,-44.081,0.18
-19.223,-45.969,2.26
-19.996,-46.226,2.86
-16.223,-41.477,0.6
-18.661,-41.405,0.6
-21.194,-43.341,1.16
-17.219,-42.59,0.64
-21.682,-44.604,1.91
-16.263,-44.164,0.29
-20.891,-42.343,0.75
-21.195,-42.614,1.5
-14.741,-44.404,0.58
-19.843,-45.411,0.88
-18.325,-44.119,8.89
-21.758,-45.541,0.85
-14.423,-44.366,0.18
-18.871,-48.881,0.91
-15.155,-42.875,1.37
-21.326,-46.368,2.54
-18.725,-47.499,1.34
-21.19,-46.98,1.17
-16.735,-43.862,0.87
-22.433,-46.573,1.93
-15.172,-42.497,0.36
-18.604,-45.357,1.99
-19.216,-43.376,0.93
-22.613,-46.361,0.49
-21.131,-42.366,0.58
-19.8,-41.438,0.96
-21.376,-46.526,0.92
-17.839,-40.354,0.11
-16.504,-46.493,1.25
-22.12,-45.512,3.08
-21.216,-44.611,0.97
-21.236,-45.236,0.98
-15.321,-41.754,0.3
-18.475,-41.017,0.28
-19.75,-43.038,0.4
-19.986,-43.847,1.2
-19.136,-47.683,0.33
-21.126,-46.42,1.89
-19.876,-44.984,0.85
-17.468,-41.875,0.89
-17.415,-41.215,1.52
-16.017,-42.408,0.5
-22.068,-45.264,1.73
-20.696,-44.827,1.74
-20.431,-42.806,2.46
-20.521,-43.692,0.43
-22.283,-46.369,2.03
-20.288,-43.508,0.72
-18.071,-41.27,0.31
-16.364,-42.515,1.57
-17.072,-41.524,0.29
-18.908,-45.532,3.14
-20.371,-45.661,1.93
-15.517,-43.065,1.34
-21.375,-42.314,0.61
-19.449,-44.748,2.68
-17.222,-46.875,0.82
-19.86,-44.608,0.91
-21.547,-45.738,1.65
-22.554,-45.78,1.4
-19.274,-44.404,0.59
-22.39,-44.967,1.39
-20.651,-44.496,1.73
-22.209,-44.234,1.55
-20.719,-46.61,0.83
-16.076,-44.082,1.57
-18.579,-46.518,2.23
-18.944,-46.993,2.28
-21.153,-42.215,1.25
-20.874,-42.98,0.18
-18.427,-42.868,1.93
-17.428,-40.999,1.31
-18.549,-42.557,0.41
-16.005,-41.297,1.61
-20.521,-42.33,1.02
-20.597,-42.714,0.59
-20.258,-45.209,2.74
-22.243,-45.466,1.4
-15.607,-44.391,0.61
-19.228,-47.462,0.98
-19.618,-44.043,0.88
-21.706,-43.746,8.38
-19.633,-44.659,1.88
-19.953,-45.084,3.21
-19.353,-47.293,0.25
-21.091,-45.091,2.54
-19.158,-42.234,1.27
-19.759,-42.076,1.09
-20.245,-42.734,0.86
-21.469,-44.196,0.58
-20.471,-44.227,2.18
-20.484,-45.799,2.81
-20.508,-44.483,2.03
-19.907,-48.701,0.48
-20.685,-43.3,1.22
-22.401,-45.532,0.95
-21.656,-42.346,0.4
-17.345,-44.942,0.72
-21.276,-43.026,1.01
-19.683,-44.89,1.31
-20.465,-45.958,2.17
-20.138,-48.702,0.72
-21.781,-45.965,2.91
-21.788,-46.561,1.37
-19.224,-44.935,2.47
-20.416,-42.909,0.53
-16.753,-41.504,0.39
-15.743,-43.028,0.93
-20.673,-43.084,1.13
-17.807,-41.786,0.92
-22.23,-45.936,1.21
-22.194,-44.973,2.55
-21.058,-44.08,0.27
-19.307,-48.924,1.24
-20.745,-46.861,1.27
-19.751,-46.378,1.66
-20.769,-43.188,1.27
-18.637,-44.058,3.41
-18.614,-43.562,3.55
-18.418,-46.418,2.86
-20.424,-41.966,1.74
-19.482,-44.155,1.24
-19.274,-45.557,2.32
-20.74,-43.884,1.62
-19.967,-43.804,0.51
-20.102,-42.453,1.34
-21.525,-42.469,0.12
-20.24,-41.983,0.93
-20.922,-44.238,1.29
-19.326,-41.255,0.22
-21.063,-43.763,0.76
-16.23,-45.992,2.59
-16.006,-43.049,0.21
-19.767,-44.087,0.74
-21.191,-45.062,1.09
-20.088,-43.789,1.07
-20.226,-42.651,0.23
-20.242,-42.907,1.76
-20.855,-43.474,2.71
-20.265,-44.308,0.75
-21.458,-43.125,1.99
-19.194,-46.247,1.47
-15.61,-42.54,0.3
-19.929,-43.174,0.5
-21.275,-43.179,0.68
-22.089,-43.828,0.43
-18.294,-43.009,0.54
-21.022,-44.318,2.33
-21.2,-42.865,1.3
-16.375,-40.538,0.59
-19.886,-43.807,0.45
-18.666,-43.084,2.21
-19.865,-47.44,1
-16.17,-42.29,1.03
-16.003,-39.947,0.43
-19.959,-43.415,1.09
-19.978,-42.14,1.59
-21.959,-43.702,2.66
-21.12,-44.223,0.54
-16.098,-41.746,1.33
-20.236,-42.814,0.86
-16.69,-45.414,1.41
-19.309,-47.525,1.13
-19.77,-43.851,0.81
-20.384,-42.251,0.41
-19.449,-43.113,0.66
-16.249,-40.149,0.64
-21.249,-45.507,1.81
-21.287,-42.557,1.29
-19.006,-44.043,0.84
-21.601,-44.104,1.42
-20.898,-45.131,0.86
-20.108,-41.925,0.52
-19.364,-42.569,1.13
-19.169,-43.714,0.71
-20.788,-43.692,1.78
-22.029,-46.337,1.73
-22.149,-44.095,1.51
-21.563,-43.915,1.49
-22.252,-45.703,0.94
-19.53,-45.966,3.26
-18.839,-50.121,1.82
-20.946,-44.919,1
-21.758,-42.816,0.81
-20.314,-42.609,1.39
-18.466,-43.307,0.63
-20.087,-45.294,2.46
-15.339,-42.624,2.51
-21.457,-43.553,0.72
-21.582,-45.076,2.36
-19.527,-42.011,1.07
-19.865,-42.968,1.07
-15.949,-44.864,0.09
-20.71,-44.985,0.69
-19.863,-49.774,0.69
-20.923,-42.834,0.63
-18.836,-42.288,2.2
-18.9,-41.36,3.6
-18.338,-45.833,2
-19.983,-44.859,0.36
-19.826,-43.362,0.56
-21.892,-45.595,0.38
-19.311,-46.049,1.69
-20.641,-46.506,0.4
-16.853,-44.352,1.83
-21.93,-45.929,4.01
-15.929,-44.008,0.35
-14.884,-44.091,2.65
-21.136,-44.262,1.29
-20.394,-42.151,1.45
-18.721,-41.16,0.6
-19.339,-42.158,1.16
-15.314,-42.014,0.7
-18.548,-42.763,0.74
-21.54,-43.011,0.71
-20.049,-44.274,0.33
-20.718,-46.311,0.56
-19.701,-43.955,0.37
-18.324,-42.143,0.42
-19.71,-44.557,0.89
-22.329,-45.526,6.48
-18.479,-41.389,1.77
-19.929,-42.705,0.65
-18.275,-42.67,2.56
-20.005,-41.745,1.5
-22.116,-45.054,0.54
-20.707,-42.719,0.58
-21.127,-46.615,1.11
-20.17,-42.524,0.33
-18.366,-42.603,0.38
-16.369,-45.069,0.91
-20.245,-46.366,1.38
-21.072,-42.636,1.01
-18.084,-42.571,1.17
-20.276,-45.005,0.99
-20.917,-46.991,1.51
-20.913,-44.509,0.32
-20.784,-47.098,2.35
-21.722,-44.985,5.67
-21.713,-44.444,1.94
-22.748,-45.743,2.24
-18.784,-42.365,1.75
-20.035,-44.145,0.84
-17.6,-42.159,1.07
-20.109,-42.839,1.36
-22.587,-46.177,0.58
-21.801,-42.946,0.99
-20.912,-43.097,1.72
-22.164,-46.179,1.29
-17.947,-43.225,1.95
-20.794,-43.344,0.64
-18.892,-43.084,0.92
-21.028,-43.583,0.83
-20.474,-42.482,0.4
-19.438,-45.796,7.53
-17.783,-40.248,0.82
-19.111,-46.69,0.59
-21.548,-46.04,0.98
-15.829,-42.871,2.4
-21.89,-44.51,1.41
-18.605,-43.379,0.75
-19.466,-44.247,0.88
-21.159,-43.215,0.67
-22.029,-45.835,1.6
-20.124,-42.001,0.79
-19.235,-42.098,1.02
-22.06,-45.045,0.71
-21.359,-43.248,2.16
-15.808,-42.233,0.6
-19.888,-46.02,1.8
-19.281,-42.007,0.47
-20.651,-42.857,1.11
-17.858,-41.505,0.95
-19.583,-42.644,0.63
-19.004,-45.964,1.87
-21.175,-43.018,0.94
-22.371,-46.096,0.35
-22.743,-46.372,1.97
-21.697,-45.253,1.36
-18.206,-45.242,1.29
-21.367,-45.513,1.13
-17.286,-42.73,0.39
-21.876,-45.787,1.19
-21.12,-42.943,1.19
-16.285,-44.778,0.87
-19.635,-42.106,0.4
-19.748,-47.932,1.47
-18.919,-48.277,0.98
-16.358,-46.906,1.11
-19.53,-50.336,1.08
-16.064,-46.254,2.15
-20.351,-42.739,0.31
-16.133,-45.742,0.55
-19.608,-42.298,0.54
-20.327,-46.366,2.01
-21.551,-45.43,0.84
-18.378,-46.032,0.81
-17.598,-44.731,2.28
-15.701,-44.028,0.26
-17.987,-46.908,0.55
-15.589,-43.603,1.3
-17.399,-42.736,0.48
-19.692,-43.923,0.76
-20.754,-42.882,1.04
-20.866,-42.244,1.13
-16.804,-42.343,0.92
-22.333,-45.092,1.63
-18.823,-42.704,0.28
-18.476,-42.307,0.86
-21.01,-42.841,1.02
-21.771,-42.539,0.75
-22.534,-45.363,2.12
-20.074,-41.124,1.12
-18.983,-40.74,2.53
-18.547,-40.979,0.77
-20.764,-41.533,1.18
-20.635,-40.75,0.7
-20.722,-40.782,0.17
-21.154,-41.568,1.12
-19.82,-40.273,0.59
-19.519,-41.016,0.7
-18.755,-40.891,0.43
-18.54,-40.296,0.72
-21.114,-41.672,1.05
-20.146,-41.29,1.05
-20.849,-41.113,0.76
-20.264,-40.42,0.77
-20.604,-41.185,0.89
-19.539,-40.631,0.9
-18.593,-39.732,0.6
-20.368,-41.244,0.64
-20.62,-41.686,1.52
-20.363,-40.659,2.29
-18.373,-40.831,1.16
-19.933,-40.407,1.41
-19.252,-40.461,1.08
-20.776,-41.679,0.71
-20.658,-40.511,0.73
-20.234,-41.511,1.8
-19.832,-40.37,0.7
-20.541,-41.667,0.87
-20.793,-40.811,0.67
-20.345,-41.641,1.58
-19.802,-40.856,1.93
-21.011,-40.834,0.47
-19.874,-40.875,2.53
-20.346,-41.536,1.29
-18.906,-40.076,0.05
-20.789,-41.395,0.9
-19.758,-40.386,0.07
-19.899,-41.057,0.96
-19.391,-40.072,0.68
-18.863,-41.123,0.56
-21.043,-40.824,0.09
-20.413,-40.683,0.71
-19.413,-40.542,1.58
-21.064,-41.366,0.54
-18.127,-40.363,0.83
-20.464,-41.413,1.8
-20.952,-41.346,0.73
-18.711,-40.401,1.37
-19.225,-40.851,0.53
-18.03,-40.151,0.75
-18.406,-40.225,0.82
-20.835,-40.729,0.31
-18.124,-40.541,1
-21.099,-41.047,0.45
-19.265,-40.333,0.47
-20.863,-40.936,0.28
-20.101,-40.53,0.96
-20.041,-40.746,1.79
-19.936,-40.6,0.95
-19.144,-40.624,0.99
-19.017,-40.536,0.4
-21.025,-41.654,1.05
-18.716,-39.859,0.48
-19.739,-40.657,2.09
-20.129,-40.308,0.71
-19.197,-40.098,0.52
-20.671,-41.007,0.22
-20.34,-41.135,1.99
-20.39,-40.496,0.69
-18.615,-40.611,1.09
-18.998,-40.389,1.16
-20.33,-40.292,0.62
-20.319,-40.338,0.83
-23.007,-44.318,0.49
-21.621,-42.103,1.84
-22.873,-42.343,0.43
-22.231,-43.106,0.41
-22.747,-41.882,0.61
-22.966,-42.028,0.42
-22.47,-43.826,0.31
-22.544,-44.171,0.6
-22.764,-43.399,0.17
-22.152,-42.419,0.69
-21.134,-41.68,0.91
-22.879,-42.019,0.25
-22.463,-42.653,0.75
-21.575,-41.911,1.41
-22.187,-41.661,0.45
-22.029,-43.205,0.79
-21.754,-41.324,0.51
-21.981,-42.368,0.17
-21.934,-42.609,0.39
-22.481,-42.204,0.65
-22.085,-41.868,0.36
-22.029,-42.361,0.72
-22.051,-42.522,0.77
-22.786,-43.312,0.27
-22.55,-43.678,0.26
-22.537,-42.982,0.16
-22.839,-42.229,0.43
-22.744,-42.859,0.36
-22.852,-43.775,0.39
-21.421,-41.691,0.51
-21.679,-42.082,1.38
-21.205,-41.888,0.64
-22.496,-44.563,0.19
-22.643,-43.653,0.11
-21.206,-42.123,0.69
-22.371,-41.787,0.45
-21.984,-42.253,0.66
-22.653,-43.041,0.36
-22.96,-44.041,0.21
-22.919,-42.819,0.28
-22.527,-43.733,1.15
-22.782,-43.429,0.42
-22.454,-43.469,1
-21.412,-42.197,0.57
-21.042,-41.973,0.43
-22.808,-43.414,0.32
-22.883,-43.104,0.35
-22.282,-42.531,0.67
-22.759,-43.451,0.3
-22.611,-43.709,0.38
-22.162,-43.293,0.7
-23.218,-44.713,0.09
-22.429,-43.419,1.13
-22.505,-43.179,0.55
-22.513,-44.001,0.18
-22.629,-43.898,0.29
-20.963,-42.041,0.19
-22.42,-44.29,0.32
-22.407,-44.258,0.8
-22.716,-43.555,0.33
-22.107,-41.472,0.28
-22.469,-44.447,0.82
-22.708,-42.626,0.33
-22.723,-44.136,1.46
-22.168,-43.586,0.2
-22.527,-41.945,0.37
-22.903,-43.208,0.44
-21.955,-42.008,0.58
-21.539,-42.18,1.27
-21.47,-41.119,0.39
-21.646,-41.747,0.48
-22.827,-43.054,0.2
-21.64,-41.051,0.95
-22.804,-43.372,0.19
-21.358,-41.943,0.96
-22.151,-42.924,0.92
-22.839,-42.103,0.12
-21.957,-42.135,0.78
-21.995,-42.914,1
-22.92,-42.51,0.28
-22.744,-43.708,0.08
-22.651,-42.392,0.97
-22.05,-42.675,1.57
-22.73,-42.714,0.03
-22.412,-42.966,0.48
-22.063,-42.066,1.09
-22.117,-43.209,0.57
-22.246,-43.7,1.09
-20.931,-41.869,0.26
-22.404,-43.663,0.83
-22.523,-44.104,0.43
-21.685,-51.073,0.74
-22.059,-46.979,1.45
-21.937,-46.717,2.06
-22.476,-46.633,1.97
-22.469,-48.988,1.11
-21.955,-51.413,2.27
-21.026,-47.374,0.28
-21.581,-50.164,1.68
-23.535,-47.262,0.25
-20.321,-49.911,2.81
-22.079,-51.472,0.61
-22.089,-49.719,4.77
-22.739,-47.331,0.72
-21.724,-48.102,0.87
-20.299,-49.732,1.85
-22.701,-46.764,1.27
-20.896,-51.379,0.86
-23.49,-48.413,0.26
-22.789,-48.127,1.65
-22.847,-45.23,0.28
-20.449,-50.88,0.76
-24.509,-48.843,0.21
-23.439,-47.061,1.42
-21.209,-50.433,0.59
-23.505,-47.614,1.54
-23.134,-49.054,0.69
-21.794,-48.176,1.17
-22.357,-47.384,0.96
-21.773,-50.465,1.54
-22.029,-48.911,0.92
-22.58,-44.697,1.89
-22.668,-48.665,1.08
-21.188,-48.787,2.5
-22.573,-47.173,0.45
-23.396,-46.321,0.68
-20.159,-50.733,2.23
-22.662,-50.412,0.98
-23.117,-46.55,1.16
-20.686,-50.555,0.46
-21.461,-49.95,2.77
-23.099,-48.926,2
-20.918,-49.445,1.07
-21.9,-49.357,13.74
-20.735,-49.584,0.85
-23.627,-49.561,0.97
-21.267,-49.949,1.68
-22.074,-48.74,0.73
-22.495,-48.558,1.89
-24.473,-49.025,0.76
-24.756,-48.505,0.29
-20.557,-48.568,1.25
-21.194,-48.164,0.66
-23.511,-46.876,0.89
-21.922,-50.734,0.8
-20.891,-47.585,1.25
-22.315,-49.061,1.04
-20.949,-48.479,0.94
-23.013,-49.474,0.93
-23.854,-46.139,0.39
-21.403,-50.471,1.06
-21.289,-50.34,0.83
-23.573,-46.039,1.38
-21.993,-48.391,1.17
-22.136,-48.518,0.61
-23.102,-48.258,1.39
-23.283,-47.672,0.64
-23.135,-46.465,0.75
-24.318,-49.144,1.22
-22.27,-50.534,4.17
-21.62,-49.074,0.61
-22.886,-48.445,1.42
-22.952,-46.542,1.26
-21.499,-50.316,1.02
-20.991,-47.659,0.49
-22.284,-48.127,1.42
-23.798,-48.593,1.87
-21.066,-50.147,0.89
-20.191,-47.708,1.14
-23.308,-47.133,0.44
-23.101,-45.707,0.81
-22.665,-45.009,0.69
-21.529,-46.644,1.47
-21.803,-49.61,0.44
-22.012,-51.236,1.48
-23.364,-46.741,0.8
-21.832,-51.998,1.83
-23.356,-46.877,1.26
-24.736,-48.123,0.37
-20.88,-48.809,0.77
-21.275,-47.304,1.47
-23.592,-48.477,1.3
-22.906,-47.061,0.72
-23.206,-46.784,0.47
-22.739,-45.591,0.74
-22.603,-50.003,0.95
-25.015,-47.927,1.12
-22.704,-45.055,1.46
-22.746,-50.387,0.67
-21.325,-48.631,3.37
-24.006,-48.349,0.7
-23.471,-47.735,1.95
-22.995,-47.508,1.52
-23.62,-45.413,0.44
-23.523,-46.836,0.75
-20.082,-49.914,0.78
-21.774,-47.086,1.59
-20.872,-51.488,1.09
-21.138,-48.973,1.21
-21.049,-49.058,0.51
-20.903,-49.268,0.82
-23.165,-47.744,0.78
-23.227,-47.953,0.52
-22.51,-47.778,1.07
-20.713,-48.541,1.03
-20.176,-48.689,0.78
-22.33,-47.173,0.58
-23.015,-48.011,0.79
-22.482,-47.457,0.64
-23.631,-49.314,0.72
-22.22,-47.626,0.93
-22.646,-47.196,0.36
-23.604,-46.919,0.81
-21.34,-47.729,0.68
-20.397,-47.42,0.68
-22.576,-44.963,0.78
-23.895,-46.425,0.75
-23.074,-44.96,0.67
-21.904,-47.619,0.71
-23.686,-46.623,0.81
-21.661,-46.739,2.05
-21.517,-48.394,0.09
-22.366,-48.38,2.19
-22.1,-48.318,1.03
-21.483,-51.533,0.93
-22.414,-49.404,0.35
-21.236,-47.973,2.2
-22.429,-50.201,1.08
-24.52,-48.108,0.72
-23.043,-47.374,0.51
-21.166,-49.112,0.84
-23.649,-46.852,0.7
-23.832,-46.811,0.29
-22.488,-47.215,0.51
-22.191,-46.741,0.68
-22.692,-49.43,2.15
-20.288,-50.401,0.63
-22.561,-52.59,0.38
-23.388,-49.51,1.25
-20.284,-50.246,0.68
-21.264,-48.685,0.74
-22.359,-49.521,3.89
-23.541,-46.369,0.59
-21.676,-51.384,2.77
-20.677,-50.145,1.08
-21.615,-51.174,0.53
-22.903,-50.738,3.46
-20.539,-47.401,0.93
-23.282,-46.745,0.62
-23.322,-46.727,1
-21.531,-50.555,0.65
-22.211,-49.656,1.1
-21.839,-48.495,0.95
-20.648,-50.361,1.42
-21.799,-49.929,0.3
-21.384,-50.211,0.95
-21.622,-49.799,0.67
-21.91,-49.897,1.99
-20.318,-48.311,0.39
-20.795,-49.22,0.47
-24.185,-48.533,1.35
-20.428,-47.824,0.83
-21.028,-51.207,0.7
-20.499,-48.945,0.45
-20.075,-50.339,2.11
-21.895,-49.59,1.46
-21.261,-50.643,0.6
-23.415,-46.035,0.31
-22.816,-45.193,0.89
-23.373,-48.184,0.62
-21.36,-48.228,0.92
-23.993,-46.256,0.88
-23.463,-46.533,0.71
-21.497,-48.038,0.47
-20.65,-50.662,0.59
-22.004,-50.385,0.14
-22.633,-47.056,0.69
-22.858,-47.22,0.87
-21.89,-49.025,1.14
-21.858,-50.689,0.89
-22.871,-49.163,1.74
-21.955,-47.997,0.96
-21.08,-49.241,1.35
-22.818,-50.073,1.55
-21.758,-48.829,1.44
-23.656,-47.223,1.53
-20.342,-49.195,0.57
-22.661,-51.076,1.12
-22.509,-48.558,0.96
-20.038,-47.747,0.89
-24.708,-47.555,1.07
-23.778,-45.358,0.7
-24.741,-47.54,0.72
-20.433,-51.343,0.39
-23.09,-47.218,0.75
-22.174,-51.252,1.32
-19.98,-50.29,0.91
-21.77,-50.962,1.13
-23.057,-49.626,0.66
-23.35,-47.689,0.75
-22.436,-47.719,0.87
-24.586,-48.593,2.16
-20.438,-48.012,0.45
-22.581,-47.519,0.16
-21.279,-49.409,1.36
-21.571,-51.345,2.26
-23.862,-49.137,2.55
-23.418,-49.091,0.93
-21.318,-49.054,1.71
-24.183,-46.789,0.84
-23.717,-46.849,0.58
-23.592,-48.053,1.33
-23.982,-48.876,0.96
-23.549,-46.934,0.55
-22.436,-46.822,1.38
-21.596,-48.813,1.72
-23.708,-49.49,0.88
-22.233,-48.719,1.15
-20.646,-51.509,1.81
-23.486,-46.348,0.54
